CH1行数,4,
5954.84,5442.9,
5995.24,5485.6,
5631.11,5144.3,
5641.81,5156.59,
CH1的k,0.927856,
CH1的b,-79.5516,

CH2行数,0,
CH2的k,1,
CH2的b,0,
