通道一计数表：
ID,计数时长(s),计数
1,1,11659
2,1,11712
3,1,11673
4,1,11742
5,1,11434
6,1,11601
7,1,11806
8,1,11600
9,1,11650
10,1,11732
11,1,11668
12,1,11524
13,1,11786
14,1,11568
15,1,11741
16,1,11578
17,1,11876
18,1,11443
19,1,11630
20,1,11856
21,1,11400
22,1,11836
23,1,11733
24,1,11731
25,1,11801
26,1,11872
27,1,11571
28,1,11782
29,1,11647
30,1,11688
31,1,11559
32,1,11643
33,1,11439
34,1,11804
35,1,11499
36,1,11852
37,1,11697
38,1,11585
39,1,11871
40,1,11640
41,1,11565
42,1,11821
43,1,11735
44,1,11645
45,1,11659
46,1,11525
47,1,11587
48,1,11789
49,1,11542
50,1,11693
51,1,11868
52,1,11664
53,1,11617
54,1,11574
55,1,11779
56,1,11522
57,1,11585
58,1,11761
59,1,11703
60,1,11530
61,1,11659
62,1,11758
63,1,12018
64,1,11924
65,1,11621
66,1,11833
67,1,11629
68,1,11705
69,1,11769
70,1,11792
71,1,11545
72,1,11636
73,1,11706
74,1,11732
75,1,11626
76,1,11630
77,1,11662
78,1,11803
79,1,11657

通道二计数表：
ID,计数时长(s),计数
1,5,58048
2,5,57907
3,5,57972
4,5,58688
5,5,58288
6,5,58017
7,5,58443
8,5,58352
9,5,58248
10,5,58232
11,5,58152
12,5,58423
13,5,58112
14,5,58049
15,5,58696
16,5,58200
