通道一计数表：
ID,计数时长(s),计数
1,1,902
2,1,936
3,1,935
4,1,985
5,1,973
6,1,996
7,1,894
8,1,961
9,1,969
10,1,927
11,1,891
12,1,881
13,1,885
14,1,962
15,1,962
16,1,960
17,1,924
18,1,975
19,1,959
20,1,957
21,1,917
22,1,967
23,1,952
24,1,979
25,1,941
26,1,908
27,1,977
28,1,929
29,1,929
30,1,924
31,1,978
32,1,980
33,1,954
34,1,914
35,1,942
36,1,917
37,1,952
38,1,983
39,1,931
40,1,1024
41,1,956
42,1,945
43,1,944
44,1,983
45,1,913
46,1,933
47,1,884
48,1,970
49,1,930
50,1,954
51,1,924
52,1,905
53,1,932
54,1,940
55,1,920
56,1,963
57,1,945
58,1,985
59,1,999
60,1,946
61,1,941
62,1,922
63,1,936
64,1,970
65,1,957
66,1,958

通道二计数表：
ID,计数时长(s),计数
1,5,4795
2,5,4847
3,5,4762
4,5,4763
5,5,4915
6,5,4757
7,5,4821
8,5,4818
9,5,4867
10,5,4767
11,5,4806
12,5,4793
13,5,4766
