通道一计数表：
ID,计数时长(s),计数
1,1,1158
2,1,1220
3,1,1212
4,1,1226
5,1,1149
6,1,1176
7,1,1212
8,1,1229
9,1,1175
10,1,1131
11,1,1185
12,1,1184
13,1,1201
14,1,1174
15,1,1162
16,1,1144
17,1,1161
18,1,1241
19,1,1199
20,1,1217
21,1,1221
22,1,1201
23,1,1235
24,1,1195
25,1,1196
26,1,1214
27,1,1191
28,1,1174
29,1,1221
30,1,1220
31,1,1256
32,1,1255
33,1,1274
34,1,1213
35,1,1137
36,1,1173
37,1,1207
38,1,1240
39,1,1184
40,1,1144
41,1,1205
42,1,1129
43,1,1145
44,1,1182
45,1,1223
46,1,1191
47,1,1243
48,1,1184
49,1,1192
50,1,1236
51,1,1215
52,1,1205
53,1,1146
54,1,1203
55,1,1183
56,1,1193
57,1,1202
58,1,1249
59,1,1177
60,1,1251
61,1,1187
62,1,1221
63,1,1142
64,1,1195
65,1,1236
66,1,1241
67,1,1206
68,1,1180
69,1,1267
70,1,1229
71,1,1221
72,1,1205
73,1,1177
74,1,1248
75,1,1164
76,1,1241
77,1,1181
78,1,1173
79,1,1196
80,1,1137
81,1,1248
82,1,1190
83,1,1188
84,1,1289
85,1,1197
86,1,1191
87,1,1183
88,1,1170
89,1,1222
90,1,1201
91,1,1149
92,1,1194
93,1,1196
94,1,1143
95,1,1208
96,1,1214
97,1,1191
98,1,1195
99,1,1152
100,1,1184
101,1,1221
102,1,1208
103,1,1236

通道二计数表：
ID,计数时长(s),计数
1,5,5873
2,5,5911
3,5,5954
4,5,6018
5,5,5850
6,5,5868
7,5,6032
8,5,5962
9,5,5936
10,5,6104
11,5,6037
12,5,6004
13,5,5873
14,5,5941
15,5,5819
16,5,5987
17,5,5929
18,5,5951
19,5,5967
20,5,6006
