谱信息：
开始时间,20:17:20
测量时间,82.607
死时间,0.396
总计数,99047
最大值,10033
Life通道道址,Life通道计数,Start通道道址,Start通道计数,Stop通道道址,Stop通道计数
2033,0,2033,1230,2033,694
2034,0,2034,1195,2034,677
2035,1,2035,1174,2035,629
2036,1,2036,1249,2036,689
2037,0,2037,1207,2037,644
2038,0,2038,1244,2038,639
2039,2,2039,1257,2039,701
2040,2,2040,1236,2040,623
2041,0,2041,1297,2041,655
2042,2,2042,1362,2042,649
2043,1,2043,1330,2043,610
2044,0,2044,1352,2044,676
2045,0,2045,1327,2045,706
2046,1,2046,1361,2046,703
2047,2,2047,1314,2047,685
2048,0,2048,1318,2048,640
2049,0,2049,1468,2049,664
2050,1,2050,1367,2050,618
2051,0,2051,1430,2051,648
2052,0,2052,1394,2052,638
2053,0,2053,1361,2053,633
2054,1,2054,1425,2054,653
2055,1,2055,1443,2055,618
2056,1,2056,1414,2056,639
2057,0,2057,1516,2057,606
2058,0,2058,1490,2058,608
2059,1,2059,1581,2059,619
2060,2,2060,1525,2060,626
2061,2,2061,1471,2061,641
2062,0,2062,1498,2062,611
2063,2,2063,1572,2063,692
2064,2,2064,1519,2064,649
2065,1,2065,1598,2065,598
2066,1,2066,1549,2066,629
2067,1,2067,1519,2067,675
2068,0,2068,1593,2068,661
2069,2,2069,1642,2069,620
2070,0,2070,1541,2070,658
2071,0,2071,1581,2071,667
2072,0,2072,1621,2072,611
2073,0,2073,1575,2073,646
2074,0,2074,1644,2074,673
2075,1,2075,1720,2075,680
2076,3,2076,1656,2076,633
2077,2,2077,1644,2077,688
2078,3,2078,1769,2078,688
2079,2,2079,1721,2079,636
2080,0,2080,1682,2080,626
2081,1,2081,1820,2081,618
2082,0,2082,1839,2082,596
2083,1,2083,1776,2083,677
2084,0,2084,1764,2084,656
2085,4,2085,1862,2085,684
2086,1,2086,1829,2086,651
2087,0,2087,1880,2087,681
2088,4,2088,1805,2088,653
2089,0,2089,1822,2089,654
2090,0,2090,1916,2090,684
2091,3,2091,1886,2091,646
2092,0,2092,1931,2092,663
2093,1,2093,1873,2093,598
2094,0,2094,1927,2094,589
2095,2,2095,1984,2095,679
2096,1,2096,2055,2096,616
2097,3,2097,2070,2097,622
2098,0,2098,2036,2098,615
2099,0,2099,2010,2099,612
2100,0,2100,2122,2100,665
2101,1,2101,2034,2101,632
2102,4,2102,2136,2102,650
2103,1,2103,2179,2103,669
2104,1,2104,2166,2104,628
2105,2,2105,2271,2105,595
2106,1,2106,2201,2106,652
2107,3,2107,2228,2107,591
2108,1,2108,2296,2108,620
2109,3,2109,2284,2109,640
2110,0,2110,2301,2110,642
2111,1,2111,2434,2111,687
2112,1,2112,2405,2112,625
2113,2,2113,2403,2113,644
2114,0,2114,2463,2114,644
2115,0,2115,2316,2115,668
2116,2,2116,2485,2116,637
2117,0,2117,2546,2117,664
2118,2,2118,2464,2118,654
2119,0,2119,2549,2119,670
2120,1,2120,2456,2120,655
2121,1,2121,2621,2121,650
2122,1,2122,2633,2122,679
2123,2,2123,2628,2123,628
2124,3,2124,2645,2124,620
2125,1,2125,2635,2125,598
2126,2,2126,2655,2126,629
2127,2,2127,2699,2127,674
2128,0,2128,2796,2128,679
2129,0,2129,2782,2129,649
2130,2,2130,2826,2130,687
2131,1,2131,2858,2131,679
2132,1,2132,2935,2132,612
2133,1,2133,2847,2133,659
2134,6,2134,2920,2134,625
2135,2,2135,3010,2135,655
2136,4,2136,3001,2136,652
2137,1,2137,2941,2137,608
2138,2,2138,3038,2138,644
2139,1,2139,3078,2139,662
2140,4,2140,3037,2140,631
2141,0,2141,3133,2141,642
2142,4,2142,3092,2142,643
2143,4,2143,3271,2143,646
2144,0,2144,3203,2144,628
2145,3,2145,3292,2145,626
2146,0,2146,3320,2146,666
2147,1,2147,3304,2147,631
2148,0,2148,3304,2148,646
2149,0,2149,3423,2149,623
2150,1,2150,3574,2150,628
2151,0,2151,3647,2151,638
2152,0,2152,3568,2152,624
2153,0,2153,3667,2153,590
2154,0,2154,3727,2154,603
2155,0,2155,3620,2155,622
2156,2,2156,3802,2156,669
2157,1,2157,3826,2157,656
2158,0,2158,3881,2158,631
2159,0,2159,3805,2159,623
2160,2,2160,3759,2160,616
2161,2,2161,3847,2161,656
2162,2,2162,3894,2162,634
2163,2,2163,3897,2163,654
2164,2,2164,4018,2164,650
2165,1,2165,3972,2165,626
2166,1,2166,3959,2166,631
2167,3,2167,4070,2167,621
2168,2,2168,4187,2168,602
2169,1,2169,4150,2169,622
2170,1,2170,4113,2170,618
2171,2,2171,4197,2171,640
2172,2,2172,4162,2172,615
2173,3,2173,4265,2173,656
2174,0,2174,4397,2174,590
2175,0,2175,4400,2175,590
2176,0,2176,4566,2176,636
2177,0,2177,4516,2177,653
2178,0,2178,4609,2178,625
2179,0,2179,4662,2179,634
2180,1,2180,4535,2180,616
2181,0,2181,4671,2181,603
2182,4,2182,4761,2182,598
2183,0,2183,4666,2183,598
2184,0,2184,4705,2184,598
2185,2,2185,4832,2185,628
2186,0,2186,4762,2186,620
2187,3,2187,4819,2187,649
2188,2,2188,4996,2188,630
2189,1,2189,4868,2189,611
2190,0,2190,4935,2190,642
2191,2,2191,4983,2191,643
2192,0,2192,5071,2192,594
2193,1,2193,5076,2193,638
2194,0,2194,5041,2194,578
2195,3,2195,5051,2195,582
2196,0,2196,4983,2196,573
2197,1,2197,5231,2197,650
2198,2,2198,5330,2198,619
2199,0,2199,5280,2199,633
2200,1,2200,5296,2200,591
2201,1,2201,5301,2201,557
2202,2,2202,5402,2202,608
2203,1,2203,5277,2203,577
2204,3,2204,5507,2204,620
2205,4,2205,5394,2205,647
2206,1,2206,5422,2206,651
2207,0,2207,5455,2207,638
2208,1,2208,5686,2208,637
2209,0,2209,5448,2209,553
2210,0,2210,5640,2210,628
2211,2,2211,5759,2211,541
2212,2,2212,5707,2212,643
2213,1,2213,5792,2213,609
2214,3,2214,5708,2214,599
2215,2,2215,5792,2215,608
2216,0,2216,5766,2216,559
2217,1,2217,5822,2217,569
2218,1,2218,6050,2218,576
2219,2,2219,5734,2219,567
2220,0,2220,5973,2220,595
2221,1,2221,5913,2221,627
2222,2,2222,5991,2222,573
2223,1,2223,6192,2223,625
2224,0,2224,6161,2224,609
2225,3,2225,6118,2225,621
2226,1,2226,6194,2226,577
2227,2,2227,6156,2227,586
2228,2,2228,6224,2228,617
2229,1,2229,6299,2229,628
2230,3,2230,6367,2230,620
2231,1,2231,6307,2231,609
2232,5,2232,6344,2232,526
2233,0,2233,6566,2233,609
2234,1,2234,6323,2234,598
2235,3,2235,6550,2235,639
2236,3,2236,6366,2236,659
2237,4,2237,6375,2237,644
2238,3,2238,6552,2238,653
2239,1,2239,6507,2239,661
2240,0,2240,6783,2240,670
2241,0,2241,6645,2241,658
2242,0,2242,6620,2242,593
2243,4,2243,6657,2243,631
2244,0,2244,6681,2244,636
2245,2,2245,6646,2245,590
2246,0,2246,6581,2246,607
2247,0,2247,6716,2247,624
2248,1,2248,6719,2248,651
2249,3,2249,6652,2249,643
2250,0,2250,6826,2250,631
2251,1,2251,6973,2251,664
2252,0,2252,6768,2252,627
2253,1,2253,6934,2253,613
2254,0,2254,6798,2254,642
2255,1,2255,7060,2255,606
2256,1,2256,7072,2256,650
2257,3,2257,7177,2257,634
2258,2,2258,6892,2258,651
2259,0,2259,6970,2259,672
2260,3,2260,6948,2260,645
2261,1,2261,7174,2261,606
2262,0,2262,6969,2262,584
2263,1,2263,6897,2263,652
2264,1,2264,7190,2264,613
2265,3,2265,7090,2265,601
2266,3,2266,7111,2266,624
2267,3,2267,7075,2267,619
2268,2,2268,7056,2268,627
2269,2,2269,7070,2269,641
2270,2,2270,7279,2270,590
2271,3,2271,6944,2271,664
2272,3,2272,7123,2272,619
2273,2,2273,7078,2273,648
2274,1,2274,6982,2274,630
2275,3,2275,7030,2275,650
2276,1,2276,7116,2276,644
2277,5,2277,6972,2277,621
2278,3,2278,6886,2278,649
2279,3,2279,7073,2279,604
2280,3,2280,7020,2280,596
2281,2,2281,6943,2281,629
2282,2,2282,7184,2282,592
2283,1,2283,6969,2283,574
2284,6,2284,6984,2284,594
2285,2,2285,7060,2285,581
2286,3,2286,6985,2286,592
2287,1,2287,6964,2287,616
2288,7,2288,7081,2288,599
2289,1,2289,7065,2289,632
2290,1,2290,6880,2290,641
2291,2,2291,6999,2291,665
2292,1,2292,6958,2292,590
2293,3,2293,6945,2293,598
2294,6,2294,6884,2294,639
2295,5,2295,6926,2295,640
2296,5,2296,6956,2296,600
2297,4,2297,6860,2297,676
2298,4,2298,6816,2298,647
2299,6,2299,6868,2299,613
2300,2,2300,6875,2300,629
2301,5,2301,6865,2301,619
2302,7,2302,6730,2302,609
2303,5,2303,6846,2303,636
2304,1,2304,6834,2304,643
2305,3,2305,6832,2305,644
2306,3,2306,6791,2306,606
2307,6,2307,6602,2307,623
2308,7,2308,6652,2308,639
2309,5,2309,6660,2309,621
2310,6,2310,6596,2310,613
2311,8,2311,6600,2311,600
2312,1,2312,6589,2312,648
2313,9,2313,6618,2313,635
2314,3,2314,6566,2314,636
2315,4,2315,6574,2315,652
2316,5,2316,6583,2316,679
2317,8,2317,6442,2317,637
2318,11,2318,6496,2318,644
2319,8,2319,6424,2319,651
2320,13,2320,6548,2320,584
2321,5,2321,6263,2321,670
2322,6,2322,6377,2322,618
2323,7,2323,6363,2323,640
2324,8,2324,6184,2324,655
2325,7,2325,6282,2325,610
2326,5,2326,6120,2326,680
2327,13,2327,6067,2327,642
2328,8,2328,5895,2328,689
2329,8,2329,6140,2329,643
2330,9,2330,5850,2330,624
2331,11,2331,5853,2331,682
2332,11,2332,5985,2332,630
2333,12,2333,5837,2333,604
2334,8,2334,5801,2334,624
2335,9,2335,5778,2335,634
2336,10,2336,5672,2336,616
2337,13,2337,5840,2337,671
2338,13,2338,5643,2338,632
2339,33,2339,5507,2339,685
2340,18,2340,5792,2340,673
2341,17,2341,5520,2341,657
2342,21,2342,5607,2342,667
2343,27,2343,5497,2343,677
2344,24,2344,5551,2344,603
2345,26,2345,5290,2345,640
2346,20,2346,5390,2346,593
2347,30,2347,5424,2347,609
2348,24,2348,5297,2348,639
2349,27,2349,5228,2349,650
2350,31,2350,5255,2350,668
2351,34,2351,5189,2351,584
2352,23,2352,4982,2352,699
2353,27,2353,5262,2353,638
2354,37,2354,5066,2354,654
2355,35,2355,5118,2355,638
2356,41,2356,4956,2356,646
2357,47,2357,4917,2357,641
2358,38,2358,4834,2358,694
2359,32,2359,4952,2359,677
2360,49,2360,4746,2360,642
2361,51,2361,4714,2361,661
2362,60,2362,4764,2362,668
2363,54,2363,4679,2363,636
2364,50,2364,4756,2364,665
2365,64,2365,4510,2365,639
2366,72,2366,4540,2366,637
2367,66,2367,4554,2367,625
2368,84,2368,4411,2368,645
2369,64,2369,4327,2369,692
2370,67,2370,4327,2370,734
2371,85,2371,4329,2371,665
2372,76,2372,4306,2372,642
2373,102,2373,4328,2373,664
2374,74,2374,4078,2374,628
2375,84,2375,4150,2375,632
2376,97,2376,4206,2376,670
2377,107,2377,3974,2377,693
2378,116,2378,4025,2378,650
2379,105,2379,4059,2379,661
2380,110,2380,3902,2380,682
2381,130,2381,3804,2381,667
2382,131,2382,3816,2382,688
2383,126,2383,3835,2383,725
2384,108,2384,3687,2384,677
2385,105,2385,3659,2385,697
2386,140,2386,3719,2386,696
2387,146,2387,3594,2387,707
2388,153,2388,3653,2388,679
2389,157,2389,3618,2389,731
2390,185,2390,3426,2390,742
2391,175,2391,3540,2391,715
2392,175,2392,3370,2392,720
2393,201,2393,3201,2393,710
2394,206,2394,3318,2394,683
2395,205,2395,3185,2395,703
2396,216,2396,3239,2396,727
2397,243,2397,3128,2397,666
2398,245,2398,3085,2398,743
2399,288,2399,3147,2399,701
2400,279,2400,2987,2400,676
2401,271,2401,3090,2401,770
2402,303,2402,2962,2402,753
2403,338,2403,2869,2403,709
2404,328,2404,2731,2404,775
2405,349,2405,2767,2405,780
2406,377,2406,2912,2406,737
2407,411,2407,2721,2407,744
2408,408,2408,2711,2408,768
2409,462,2409,2678,2409,754
2410,485,2410,2648,2410,727
2411,504,2411,2627,2411,734
2412,488,2412,2638,2412,759
2413,502,2413,2607,2413,711
2414,588,2414,2502,2414,752
2415,624,2415,2464,2415,768
2416,632,2416,2369,2416,728
2417,688,2417,2447,2417,749
2418,692,2418,2297,2418,781
2419,720,2419,2261,2419,756
2420,751,2420,2265,2420,743
2421,818,2421,2370,2421,753
2422,814,2422,2224,2422,766
2423,891,2423,2224,2423,752
2424,943,2424,2187,2424,802
2425,987,2425,2179,2425,754
2426,983,2426,2140,2426,804
2427,1100,2427,2134,2427,783
2428,1127,2428,2030,2428,743
2429,1162,2429,1963,2429,831
2430,1254,2430,2013,2430,771
2431,1333,2431,1920,2431,785
2432,1420,2432,1961,2432,764
2433,1475,2433,1811,2433,802
2434,1530,2434,1810,2434,863
2435,1696,2435,1816,2435,805
2436,1691,2436,1906,2436,750
2437,1871,2437,1758,2437,815
2438,1872,2438,1705,2438,805
2439,1922,2439,1690,2439,825
2440,2153,2440,1719,2440,825
2441,2210,2441,1691,2441,865
2442,2195,2442,1656,2442,856
2443,2274,2443,1554,2443,846
2444,2348,2444,1507,2444,846
2445,2459,2445,1477,2445,861
2446,2455,2446,1540,2446,859
2447,2471,2447,1485,2447,837
2448,2534,2448,1459,2448,876
2449,2558,2449,1425,2449,873
2450,2421,2450,1386,2450,868
2451,2439,2451,1375,2451,870
2452,2386,2452,1370,2452,865
2453,2316,2453,1402,2453,852
2454,2170,2454,1335,2454,872
2455,2065,2455,1283,2455,879
2456,1916,2456,1257,2456,941
2457,1798,2457,1215,2457,909
2458,1540,2458,1235,2458,868
2459,1479,2459,1165,2459,928
2460,1308,2460,1195,2460,923
2461,1146,2461,1170,2461,903
2462,951,2462,1112,2462,941
2463,865,2463,1135,2463,990
2464,680,2464,1089,2464,952
2465,556,2465,1059,2465,998
2466,458,2466,1131,2466,995
2467,412,2467,1065,2467,958
2468,292,2468,1017,2468,1011
2469,227,2469,1009,2469,1000
2470,170,2470,1027,2470,1023
2471,136,2471,1017,2471,955
2472,118,2472,974,2472,987
2473,88,2473,927,2473,968
2474,68,2474,923,2474,1033
2475,39,2475,899,2475,1028
2476,25,2476,948,2476,1044
2477,18,2477,887,2477,1045
2478,18,2478,874,2478,1001
2479,12,2479,834,2479,1006
2480,3,2480,788,2480,1070
2481,7,2481,798,2481,1003
2482,8,2482,835,2482,1083
2483,5,2483,732,2483,1095
2484,2,2484,752,2484,1097
2485,4,2485,753,2485,1086
2486,9,2486,764,2486,1104
2487,5,2487,779,2487,1059
2488,6,2488,744,2488,1033
2489,5,2489,728,2489,1065
2490,2,2490,731,2490,1150
2491,6,2491,701,2491,1127
2492,8,2492,654,2492,1122
2493,7,2493,733,2493,1087
2494,2,2494,658,2494,1164
2495,1,2495,693,2495,1194
2496,2,2496,667,2496,1168
2497,4,2497,662,2497,1222
2498,8,2498,620,2498,1176
2499,9,2499,652,2499,1159
2500,1,2500,625,2500,1230
2501,1,2501,562,2501,1205
2502,2,2502,602,2502,1262
2503,1,2503,573,2503,1198
2504,3,2504,574,2504,1206
2505,4,2505,567,2505,1261
2506,0,2506,566,2506,1282
2507,3,2507,549,2507,1231
2508,0,2508,573,2508,1210
2509,2,2509,571,2509,1301
2510,1,2510,512,2510,1280
2511,0,2511,536,2511,1308
2512,4,2512,513,2512,1308
2513,0,2513,530,2513,1340
2514,2,2514,544,2514,1287
2515,1,2515,472,2515,1380
2516,1,2516,504,2516,1345
2517,0,2517,506,2517,1384
2518,2,2518,490,2518,1312
2519,1,2519,510,2519,1401
2520,3,2520,484,2520,1397
2521,1,2521,457,2521,1301
2522,1,2522,501,2522,1470
2523,1,2523,466,2523,1515
2524,1,2524,476,2524,1497
2525,1,2525,500,2525,1422
2526,1,2526,484,2526,1572
2527,0,2527,474,2527,1510
2528,0,2528,474,2528,1520
2529,1,2529,467,2529,1452
2530,1,2530,476,2530,1452
2531,0,2531,451,2531,1579
2532,1,2532,441,2532,1575
2533,1,2533,417,2533,1534
2534,2,2534,416,2534,1601
2535,2,2535,398,2535,1553
2536,1,2536,419,2536,1643
2537,1,2537,408,2537,1564
2538,0,2538,427,2538,1587
2539,2,2539,403,2539,1684
2540,4,2540,403,2540,1618
2541,2,2541,406,2541,1713
2542,0,2542,387,2542,1764
2543,0,2543,392,2543,1740
2544,0,2544,375,2544,1720
2545,0,2545,414,2545,1673
2546,1,2546,378,2546,1696
2547,1,2547,393,2547,1715
2548,2,2548,377,2548,1785
2549,0,2549,336,2549,1787
2550,1,2550,337,2550,1758
2551,0,2551,366,2551,1814
2552,2,2552,382,2552,1799
2553,1,2553,372,2553,1855
2554,1,2554,365,2554,1908
2555,0,2555,372,2555,1770
2556,0,2556,354,2556,1864
2557,1,2557,363,2557,1848
2558,2,2558,356,2558,1931
2559,1,2559,363,2559,1873
2560,4,2560,339,2560,1835
2561,4,2561,352,2561,1971
2562,3,2562,364,2562,1875
2563,4,2563,348,2563,2023
2564,0,2564,315,2564,2033
2565,1,2565,326,2565,2005
2566,0,2566,322,2566,2105
2567,2,2567,327,2567,2002
2568,3,2568,338,2568,2067
2569,0,2569,329,2569,2044
2570,1,2570,319,2570,2120
2571,0,2571,346,2571,2069
2572,1,2572,365,2572,2180
2573,1,2573,359,2573,2187
2574,1,2574,312,2574,2175
2575,1,2575,393,2575,2247
2576,0,2576,320,2576,2274
2577,1,2577,341,2577,2295
2578,0,2578,321,2578,2313
2579,1,2579,322,2579,2284
2580,0,2580,309,2580,2200
2581,1,2581,333,2581,2338
2582,0,2582,295,2582,2444
2583,0,2583,358,2583,2418
2584,1,2584,307,2584,2431
2585,3,2585,361,2585,2435
2586,2,2586,335,2586,2487
2587,1,2587,332,2587,2461
2588,0,2588,324,2588,2456
2589,0,2589,305,2589,2476
2590,1,2590,288,2590,2518
2591,3,2591,316,2591,2552
2592,1,2592,333,2592,2503
2593,4,2593,306,2593,2649
2594,0,2594,335,2594,2523
2595,0,2595,292,2595,2623
2596,0,2596,307,2596,2693
2597,0,2597,334,2597,2588
2598,1,2598,289,2598,2681
2599,2,2599,293,2599,2676
2600,1,2600,308,2600,2688
2601,1,2601,304,2601,2719
2602,1,2602,296,2602,2704
2603,1,2603,326,2603,2848
2604,0,2604,326,2604,2820
2605,1,2605,318,2605,2806
2606,1,2606,337,2606,2886
2607,1,2607,306,2607,2853
2608,1,2608,308,2608,2812
2609,1,2609,272,2609,2916
2610,0,2610,296,2610,3043
2611,0,2611,322,2611,2975
2612,2,2612,321,2612,2887
2613,1,2613,304,2613,2999
2614,3,2614,298,2614,3064
2615,3,2615,288,2615,3114
2616,3,2616,299,2616,3003
2617,1,2617,292,2617,3164
2618,1,2618,298,2618,3112
2619,1,2619,279,2619,3138
2620,3,2620,310,2620,3130
2621,2,2621,324,2621,3129
2622,1,2622,277,2622,3219
2623,0,2623,289,2623,3171
2624,1,2624,291,2624,3273
2625,0,2625,314,2625,3208
2626,0,2626,270,2626,3278
2627,0,2627,287,2627,3389
2628,1,2628,302,2628,3422
2629,4,2629,333,2629,3264
2630,4,2630,304,2630,3215
2631,2,2631,305,2631,3358
2632,0,2632,288,2632,3431
2633,1,2633,277,2633,3316
2634,0,2634,294,2634,3376
2635,2,2635,272,2635,3464
2636,0,2636,297,2636,3570
2637,1,2637,307,2637,3477
2638,2,2638,255,2638,3543
2639,1,2639,328,2639,3433
2640,1,2640,283,2640,3557
2641,2,2641,306,2641,3593
2642,2,2642,286,2642,3618
2643,0,2643,269,2643,3697
2644,0,2644,292,2644,3506
2645,4,2645,310,2645,3593
2646,2,2646,265,2646,3565
2647,1,2647,318,2647,3723
2648,2,2648,295,2648,3673
2649,3,2649,281,2649,3611
2650,3,2650,304,2650,3750
2651,1,2651,288,2651,3744
2652,1,2652,309,2652,3816
2653,0,2653,283,2653,3819
2654,2,2654,267,2654,3776
2655,1,2655,295,2655,3762
2656,1,2656,303,2656,3733
2657,0,2657,281,2657,3885
2658,4,2658,283,2658,3884
2659,2,2659,296,2659,3975
2660,2,2660,283,2660,3789
2661,2,2661,289,2661,3931
2662,3,2662,299,2662,3915
2663,4,2663,274,2663,3946
2664,0,2664,282,2664,3946
2665,1,2665,276,2665,3980
2666,4,2666,303,2666,4029
2667,0,2667,282,2667,3975
2668,1,2668,300,2668,4115
2669,2,2669,284,2669,4092
2670,0,2670,273,2670,4022
2671,3,2671,274,2671,4096
2672,2,2672,285,2672,4211
2673,1,2673,284,2673,4160
2674,0,2674,267,2674,4238
2675,1,2675,286,2675,4178
2676,0,2676,285,2676,4248
2677,1,2677,300,2677,4123
2678,1,2678,277,2678,4204
2679,1,2679,271,2679,4221
2680,1,2680,299,2680,4294
2681,1,2681,267,2681,4260
2682,2,2682,266,2682,4234
2683,0,2683,276,2683,4264
2684,0,2684,244,2684,4352
2685,1,2685,295,2685,4409
2686,1,2686,280,2686,4333
2687,2,2687,297,2687,4397
2688,2,2688,286,2688,4343
2689,2,2689,299,2689,4410
2690,0,2690,334,2690,4393
2691,1,2691,285,2691,4392
2692,1,2692,298,2692,4533
2693,2,2693,254,2693,4403
2694,2,2694,331,2694,4529
2695,1,2695,287,2695,4515
2696,2,2696,277,2696,4563
2697,2,2697,306,2697,4334
2698,1,2698,308,2698,4424
2699,0,2699,299,2699,4431
2700,2,2700,296,2700,4537
2701,0,2701,295,2701,4557
2702,2,2702,273,2702,4674
2703,1,2703,288,2703,4560
2704,2,2704,297,2704,4578
2705,2,2705,283,2705,4580
2706,0,2706,271,2706,4568
2707,1,2707,289,2707,4757
2708,0,2708,310,2708,4632
2709,1,2709,271,2709,4722
2710,1,2710,288,2710,4614
2711,0,2711,303,2711,4553
2712,1,2712,246,2712,4827
2713,0,2713,294,2713,4650
2714,0,2714,300,2714,4797
2715,2,2715,284,2715,4688
2716,0,2716,301,2716,4618
2717,2,2717,263,2717,4626
2718,1,2718,296,2718,4669
2719,1,2719,279,2719,4734
2720,0,2720,277,2720,4598
2721,0,2721,299,2721,4663
2722,0,2722,306,2722,4704
2723,2,2723,307,2723,4678
2724,2,2724,313,2724,4675
2725,0,2725,290,2725,4667
2726,0,2726,309,2726,4662
2727,2,2727,308,2727,4743
2728,1,2728,324,2728,4705
2729,0,2729,305,2729,4794
2730,1,2730,283,2730,4681
2731,2,2731,273,2731,4742
2732,1,2732,276,2732,4678
2733,1,2733,298,2733,4568
2734,1,2734,310,2734,4727
2735,1,2735,272,2735,4822
2736,1,2736,324,2736,4610
2737,0,2737,298,2737,4649
2738,0,2738,279,2738,4639
2739,1,2739,286,2739,4587
2740,1,2740,297,2740,4751
2741,1,2741,323,2741,4740
2742,0,2742,289,2742,4632
2743,1,2743,298,2743,4732
2744,2,2744,297,2744,4587
2745,2,2745,290,2745,4763
2746,0,2746,296,2746,4643
2747,2,2747,308,2747,4715
2748,0,2748,294,2748,4716
2749,1,2749,296,2749,4568
2750,0,2750,300,2750,4758
2751,0,2751,312,2751,4614
2752,2,2752,289,2752,4718
2753,1,2753,317,2753,4587
2754,1,2754,266,2754,4626
2755,3,2755,306,2755,4572
2756,1,2756,293,2756,4554
2757,0,2757,313,2757,4616
2758,1,2758,277,2758,4712
2759,0,2759,325,2759,4546
2760,2,2760,276,2760,4534
2761,0,2761,314,2761,4486
2762,0,2762,277,2762,4580
2763,0,2763,287,2763,4544
2764,0,2764,311,2764,4520
2765,1,2765,288,2765,4470
2766,0,2766,307,2766,4480
2767,1,2767,263,2767,4537
2768,0,2768,305,2768,4434
2769,1,2769,296,2769,4490
2770,0,2770,288,2770,4436
2771,0,2771,253,2771,4521
2772,0,2772,301,2772,4454
2773,0,2773,294,2773,4483
2774,0,2774,342,2774,4447
2775,0,2775,289,2775,4412
2776,0,2776,307,2776,4429
2777,1,2777,285,2777,4447
2778,0,2778,283,2778,4390
2779,1,2779,298,2779,4275
2780,0,2780,303,2780,4464
2781,0,2781,306,2781,4379
2782,1,2782,303,2782,4449
2783,1,2783,260,2783,4202
2784,1,2784,266,2784,4259
2785,0,2785,319,2785,4137
2786,2,2786,301,2786,4130
2787,3,2787,283,2787,4253
2788,0,2788,318,2788,4168
2789,1,2789,309,2789,4228
2790,1,2790,273,2790,4164
2791,0,2791,297,2791,4233
2792,1,2792,298,2792,4059
2793,2,2793,317,2793,4035
2794,1,2794,297,2794,4050
2795,3,2795,260,2795,4006
2796,2,2796,275,2796,3953
2797,1,2797,260,2797,4071
2798,2,2798,297,2798,3865
2799,0,2799,314,2799,3900
2800,2,2800,318,2800,3762
2801,2,2801,274,2801,3874
2802,2,2802,285,2802,3941
2803,1,2803,299,2803,3870
2804,2,2804,299,2804,3915
2805,0,2805,270,2805,3839
2806,1,2806,325,2806,3759
2807,2,2807,291,2807,3787
2808,0,2808,298,2808,3741
2809,1,2809,303,2809,3642
2810,1,2810,301,2810,3775
2811,1,2811,262,2811,3795
2812,0,2812,245,2812,3778
2813,1,2813,289,2813,3567
2814,0,2814,284,2814,3628
2815,0,2815,286,2815,3600
2816,0,2816,282,2816,3573
2817,0,2817,300,2817,3512
2818,0,2818,282,2818,3535
2819,0,2819,266,2819,3507
2820,1,2820,250,2820,3494
2821,0,2821,289,2821,3541
2822,0,2822,334,2822,3433
2823,0,2823,316,2823,3371
2824,1,2824,280,2824,3318
2825,2,2825,304,2825,3337
2826,0,2826,297,2826,3318
2827,0,2827,309,2827,3338
2828,0,2828,296,2828,3299
2829,3,2829,296,2829,3372
2830,0,2830,305,2830,3288
2831,0,2831,282,2831,3265
2832,1,2832,275,2832,3300
2833,2,2833,291,2833,3178
2834,1,2834,315,2834,3178
2835,3,2835,294,2835,3131
2836,2,2836,321,2836,3084
2837,1,2837,283,2837,3001
2838,1,2838,284,2838,3104
2839,2,2839,318,2839,3079
2840,2,2840,286,2840,2950
2841,1,2841,295,2841,2996
2842,1,2842,298,2842,2966
2843,1,2843,304,2843,3010
2844,0,2844,298,2844,2889
2845,1,2845,298,2845,2966
2846,2,2846,289,2846,2837
2847,0,2847,264,2847,2879
2848,1,2848,294,2848,2900
2849,2,2849,323,2849,2805
2850,0,2850,292,2850,2656
2851,0,2851,290,2851,2702
2852,1,2852,289,2852,2730
2853,1,2853,296,2853,2747
2854,1,2854,310,2854,2686
2855,2,2855,275,2855,2621
2856,1,2856,271,2856,2658
2857,0,2857,258,2857,2538
2858,0,2858,268,2858,2666
2859,1,2859,292,2859,2477
2860,0,2860,270,2860,2485
2861,0,2861,265,2861,2502
2862,0,2862,249,2862,2465
2863,1,2863,293,2863,2436
2864,0,2864,285,2864,2412
2865,1,2865,291,2865,2467
2866,1,2866,253,2866,2360
2867,1,2867,257,2867,2333
2868,0,2868,305,2868,2346
2869,0,2869,273,2869,2329
2870,3,2870,277,2870,2309
2871,1,2871,329,2871,2237
2872,0,2872,298,2872,2190
2873,3,2873,289,2873,2282
2874,1,2874,266,2874,2133
2875,1,2875,263,2875,2139
2876,0,2876,307,2876,2060
2877,0,2877,277,2877,2155
2878,0,2878,257,2878,2112
2879,0,2879,276,2879,2091
2880,0,2880,238,2880,2037
2881,2,2881,255,2881,1985
2882,1,2882,296,2882,1951
2883,0,2883,255,2883,1945
2884,0,2884,301,2884,1850
2885,0,2885,264,2885,1863
2886,0,2886,292,2886,1905
2887,1,2887,261,2887,1841
2888,0,2888,248,2888,1881
2889,1,2889,256,2889,1742
2890,0,2890,242,2890,1734
2891,0,2891,286,2891,1712
2892,2,2892,287,2892,1733
2893,0,2893,280,2893,1741
2894,0,2894,279,2894,1795
2895,0,2895,251,2895,1714
2896,0,2896,296,2896,1658
2897,0,2897,277,2897,1698
2898,3,2898,287,2898,1650
2899,1,2899,264,2899,1606
