μ子数据
开始时间,19:22:03
测量时间,592.6
μ子衰变数,10330
μ子通量数,1718
日期时间,μ子寿命
20221205 19:25:39,1.48
20221205 19:25:40,6.03
20221205 19:25:40,1.59
20221205 19:25:40,2.35
20221205 19:25:40,1.2
20221205 19:25:40,1.04
20221205 19:25:40,0.77
20221205 19:25:40,0.14
20221205 19:25:40,1.46
20221205 19:25:40,1.88
20221205 19:25:40,1.2
20221205 19:25:40,2.84
20221205 19:25:40,2.41
20221205 19:25:40,0.38
20221205 19:25:40,1.63
20221205 19:25:40,1.23
20221205 19:25:41,1.44
20221205 19:25:41,4.6
20221205 19:25:41,0.55
20221205 19:25:41,1.65
20221205 19:25:41,0.93
20221205 19:25:41,0.99
20221205 19:25:41,1.11
20221205 19:25:41,1.93
20221205 19:25:41,0.75
20221205 19:25:41,1.27
20221205 19:25:41,1.35
20221205 19:25:41,1.25
20221205 19:25:41,0.52
20221205 19:25:41,0.23
20221205 19:25:41,1.61
20221205 19:25:41,2.6
20221205 19:25:41,4.33
20221205 19:25:41,3.88
20221205 19:25:42,1.76
20221205 19:25:42,0.83
20221205 19:25:42,4.53
20221205 19:25:42,5.69
20221205 19:25:42,0.84
20221205 19:25:42,0.19
20221205 19:25:42,3.1
20221205 19:25:42,2.29
20221205 19:25:42,0.56
20221205 19:25:42,0.11
20221205 19:25:42,2.64
20221205 19:25:42,2.51
20221205 19:25:42,2.23
20221205 19:25:42,5.86
20221205 19:25:42,1.65
20221205 19:25:42,0.7
20221205 19:25:43,0.1
20221205 19:25:43,7.56
20221205 19:25:43,0.36
20221205 19:25:43,0.56
20221205 19:25:43,0.92
20221205 19:25:43,1.75
20221205 19:25:43,0.42
20221205 19:25:43,2.48
20221205 19:25:43,0.87
20221205 19:25:43,0.77
20221205 19:25:43,11.97
20221205 19:25:43,3.39
20221205 19:25:43,4.13
20221205 19:25:43,1.03
20221205 19:25:43,0.23
20221205 19:25:43,1.32
20221205 19:25:43,0.11
20221205 19:25:43,2.81
20221205 19:25:43,1.23
20221205 19:25:43,1.16
20221205 19:25:43,0.52
20221205 19:25:43,2.34
20221205 19:25:44,2.29
20221205 19:25:44,1.17
20221205 19:25:44,1.25
20221205 19:25:44,0.48
20221205 19:25:44,0.69
20221205 19:25:44,0.23
20221205 19:25:44,1.56
20221205 19:25:44,0.26
20221205 19:25:44,1.66
20221205 19:25:44,2.39
20221205 19:25:44,2.28
20221205 19:25:44,1.11
20221205 19:25:44,4.33
20221205 19:25:44,8.47
20221205 19:25:44,0.11
20221205 19:25:45,0.14
20221205 19:25:45,2.59
20221205 19:25:45,0.44
20221205 19:25:45,3.37
20221205 19:25:45,0.52
20221205 19:25:45,0.52
20221205 19:25:45,0.79
20221205 19:25:45,4.93
20221205 19:25:45,1.7
20221205 19:25:45,0.14
20221205 19:25:45,5.04
20221205 19:25:45,0.29
20221205 19:25:45,0.42
20221205 19:25:46,2.48
20221205 19:25:46,5.66
20221205 19:25:46,2.77
20221205 19:25:46,0.42
20221205 19:25:46,0.86
20221205 19:25:46,1.24
20221205 19:25:46,0.72
20221205 19:25:46,0.26
20221205 19:25:46,1.34
20221205 19:25:46,2.03
20221205 19:25:46,4.21
20221205 19:25:46,0.67
20221205 19:25:46,1.55
20221205 19:25:46,5.61
20221205 19:25:46,0.97
20221205 19:25:46,0.68
20221205 19:25:47,0.73
20221205 19:25:47,1.39
20221205 19:25:47,5.37
20221205 19:25:47,5.05
20221205 19:25:47,3.6
20221205 19:25:47,0.35
20221205 19:25:47,6.82
20221205 19:25:47,1.07
20221205 19:25:47,1.94
20221205 19:25:47,1.58
20221205 19:25:47,0.35
20221205 19:25:47,1.97
20221205 19:25:47,3.07
20221205 19:25:47,0.98
20221205 19:25:47,0.85
20221205 19:25:47,2.02
20221205 19:25:47,1.63
20221205 19:25:47,1.99
20221205 19:25:47,1.17
20221205 19:25:47,0.96
20221205 19:25:47,0.27
20221205 19:25:48,5.22
20221205 19:25:48,4.38
20221205 19:25:48,3.58
20221205 19:25:48,2.2
20221205 19:25:48,0.71
20221205 19:25:48,0.2
20221205 19:25:48,3.56
20221205 19:25:48,0.21
20221205 19:25:48,1.99
20221205 19:25:48,1.87
20221205 19:25:48,2.89
20221205 19:25:48,0.62
20221205 19:25:48,2.42
20221205 19:25:49,0.14
20221205 19:25:49,6.71
20221205 19:25:49,5.67
20221205 19:25:49,6.87
20221205 19:25:49,4.77
20221205 19:25:49,1.85
20221205 19:25:49,0.66
20221205 19:25:49,0.18
20221205 19:25:49,0.72
20221205 19:25:49,2.46
20221205 19:25:49,7.27
20221205 19:25:49,2.6
20221205 19:25:49,2.13
20221205 19:25:49,0.6
20221205 19:25:49,0.32
20221205 19:25:49,0.79
20221205 19:25:49,0.14
20221205 19:25:49,0.57
20221205 19:25:49,2.29
20221205 19:25:49,0.42
20221205 19:25:49,1.68
20221205 19:25:49,2.78
20221205 19:25:50,4.3
20221205 19:25:50,1.25
20221205 19:25:50,1.4
20221205 19:25:50,4.07
20221205 19:25:50,3.13
20221205 19:25:50,2.7
20221205 19:25:50,2.8
20221205 19:25:50,2.55
20221205 19:25:50,3.81
20221205 19:25:50,3.75
20221205 19:25:50,0.68
20221205 19:25:50,2.58
20221205 19:25:50,3.47
20221205 19:25:50,0.3
20221205 19:25:50,1.19
20221205 19:25:50,1.04
20221205 19:25:50,3.53
20221205 19:25:51,0.24
20221205 19:25:51,2.86
20221205 19:25:51,0.53
20221205 19:25:51,1.71
20221205 19:25:51,0.97
20221205 19:25:51,0.29
20221205 19:25:51,2.66
20221205 19:25:51,1.07
20221205 19:25:51,0.59
20221205 19:25:51,3.21
20221205 19:25:51,3.1
20221205 19:25:51,0.78
20221205 19:25:51,0.55
20221205 19:25:51,1.37
20221205 19:25:51,0.84
20221205 19:25:51,8.38
20221205 19:25:51,0.37
20221205 19:25:51,1.88
20221205 19:25:51,0.73
20221205 19:25:51,7.98
20221205 19:25:51,3.9
20221205 19:25:52,1.8
20221205 19:25:52,0.28
20221205 19:25:52,0.36
20221205 19:25:52,2.81
20221205 19:25:52,0.17
20221205 19:25:52,2.94
20221205 19:25:52,0.25
20221205 19:25:52,1.37
20221205 19:25:52,0.54
20221205 19:25:52,1.23
20221205 19:25:52,6.58
20221205 19:25:52,3.57
20221205 19:25:52,3.76
20221205 19:25:52,2.43
20221205 19:25:52,3.35
20221205 19:25:52,0.55
20221205 19:25:52,0.26
20221205 19:25:52,1.08
20221205 19:25:52,3.89
20221205 19:25:52,0.29
20221205 19:25:53,5.16
20221205 19:25:53,0.87
20221205 19:25:53,0.2
20221205 19:25:53,3.53
20221205 19:25:53,0.39
20221205 19:25:53,1.68
20221205 19:25:53,8.11
20221205 19:25:53,2.72
20221205 19:25:53,5.78
20221205 19:25:53,4.02
20221205 19:25:53,2.67
20221205 19:25:53,1.55
20221205 19:25:53,1.33
20221205 19:25:53,0.73
20221205 19:25:53,0.34
20221205 19:25:53,1.04
20221205 19:25:53,4.18
20221205 19:25:53,6.97
20221205 19:25:53,1.89
20221205 19:25:53,10.01
20221205 19:25:53,0.85
20221205 19:25:53,0.81
20221205 19:25:53,0.66
20221205 19:25:54,0.63
20221205 19:25:54,4.1
20221205 19:25:54,2.23
20221205 19:25:54,1.12
20221205 19:25:54,2.32
20221205 19:25:54,3.01
20221205 19:25:54,0.16
20221205 19:25:54,1.07
20221205 19:25:54,1.88
20221205 19:25:54,2.67
20221205 19:25:54,2.5
20221205 19:25:54,1.04
20221205 19:25:54,2.02
20221205 19:25:54,1.62
20221205 19:25:54,3.5
20221205 19:25:54,0.85
20221205 19:25:54,0.16
20221205 19:25:55,0.74
20221205 19:25:55,0.73
20221205 19:25:55,0.2
20221205 19:25:55,0.66
20221205 19:25:55,0.19
20221205 19:25:55,1.17
20221205 19:25:55,6.9
20221205 19:25:55,5.45
20221205 19:25:55,0.26
20221205 19:25:55,0.45
20221205 19:25:55,1.29
20221205 19:25:55,6.36
20221205 19:25:55,1.91
20221205 19:25:56,0.85
20221205 19:25:56,0.14
20221205 19:25:56,0.39
20221205 19:25:56,0.44
20221205 19:25:56,0.45
20221205 19:25:56,0.72
20221205 19:25:56,1.9
20221205 19:25:56,2.72
20221205 19:25:56,3.88
20221205 19:25:56,0.32
20221205 19:25:56,0.54
20221205 19:25:56,12.31
20221205 19:25:56,0.21
20221205 19:25:56,4.37
20221205 19:25:56,1.6
20221205 19:25:56,1.07
20221205 19:25:57,1.02
20221205 19:25:57,0.58
20221205 19:25:57,2.04
20221205 19:25:57,0.94
20221205 19:25:57,1.51
20221205 19:25:57,0.95
20221205 19:25:57,1.03
20221205 19:25:57,2.05
20221205 19:25:57,1.31
20221205 19:25:57,2.77
20221205 19:25:57,0.32
20221205 19:25:57,3.03
20221205 19:25:57,1.23
20221205 19:25:57,4.7
20221205 19:25:57,0.21
20221205 19:25:57,3.92
20221205 19:25:57,1.52
20221205 19:25:57,0.13
20221205 19:25:58,1.33
20221205 19:25:58,2.99
20221205 19:25:58,1.92
20221205 19:25:58,3.43
20221205 19:25:58,1.16
20221205 19:25:58,1.01
20221205 19:25:58,4.69
20221205 19:25:58,6.1
20221205 19:25:58,0.87
20221205 19:25:58,0.6
20221205 19:25:58,0.62
20221205 19:25:58,1.07
20221205 19:25:58,7.12
20221205 19:25:58,0.75
20221205 19:25:58,3.03
20221205 19:25:58,0.38
20221205 19:25:58,0.81
20221205 19:25:58,1.74
20221205 19:25:58,1.39
20221205 19:25:58,1.67
20221205 19:25:58,0.83
20221205 19:25:58,3.04
20221205 19:25:58,0.8
20221205 19:25:58,2.4
20221205 19:25:58,2.02
20221205 19:25:59,6.11
20221205 19:25:59,2.32
20221205 19:25:59,0.82
20221205 19:25:59,1.57
20221205 19:25:59,1.35
20221205 19:25:59,0.4
20221205 19:25:59,3.35
20221205 19:25:59,0.17
20221205 19:25:59,2.04
20221205 19:25:59,5.46
20221205 19:25:59,0.32
20221205 19:25:59,3.84
20221205 19:25:59,0.46
20221205 19:25:59,5.98
20221205 19:25:59,1.34
20221205 19:25:59,1.69
20221205 19:25:59,0.73
20221205 19:25:59,0.63
20221205 19:25:59,2.15
20221205 19:25:59,2.04
20221205 19:25:59,2.2
20221205 19:26:00,0.35
20221205 19:26:00,3.92
20221205 19:26:00,1.56
20221205 19:26:00,1.41
20221205 19:26:00,2.23
20221205 19:26:00,2.86
20221205 19:26:00,1.41
20221205 19:26:00,2.34
20221205 19:26:00,3.64
20221205 19:26:00,3.09
20221205 19:26:00,4.7
20221205 19:26:00,2.39
20221205 19:26:00,2.06
20221205 19:26:00,2.57
20221205 19:26:00,0.53
20221205 19:26:00,0.94
20221205 19:26:00,3.55
20221205 19:26:00,0.5
20221205 19:26:01,2.32
20221205 19:26:01,3.2
20221205 19:26:01,5.03
20221205 19:26:01,2.37
20221205 19:26:01,3.21
20221205 19:26:01,1.89
20221205 19:26:01,1.07
20221205 19:26:01,2.92
20221205 19:26:01,1.15
20221205 19:26:01,0.73
20221205 19:26:01,0.94
20221205 19:26:01,2.36
20221205 19:26:01,4.95
20221205 19:26:01,4.08
20221205 19:26:01,3.73
20221205 19:26:01,1.58
20221205 19:26:02,0.45
20221205 19:26:02,0.23
20221205 19:26:02,2.52
20221205 19:26:02,1.74
20221205 19:26:02,5.45
20221205 19:26:02,1.85
20221205 19:26:02,4.73
20221205 19:26:02,1.5
20221205 19:26:02,1.13
20221205 19:26:02,3.74
20221205 19:26:02,0.3
20221205 19:26:02,0.55
20221205 19:26:02,0.43
20221205 19:26:02,0.86
20221205 19:26:02,2.23
20221205 19:26:03,2
20221205 19:26:03,2.53
20221205 19:26:03,0.56
20221205 19:26:03,0.77
20221205 19:26:03,2.31
20221205 19:26:03,1.78
20221205 19:26:03,1.86
20221205 19:26:03,2.04
20221205 19:26:03,2.2
20221205 19:26:03,6.33
20221205 19:26:03,3.07
20221205 19:26:03,1.12
20221205 19:26:03,5.64
20221205 19:26:03,0.13
20221205 19:26:03,1.51
20221205 19:26:03,0.42
20221205 19:26:03,2.73
20221205 19:26:03,9.7
20221205 19:26:04,1.64
20221205 19:26:04,1.42
20221205 19:26:04,0.61
20221205 19:26:04,4.28
20221205 19:26:04,0.16
20221205 19:26:04,1.92
20221205 19:26:04,1.91
20221205 19:26:04,0.17
20221205 19:26:04,1.64
20221205 19:26:04,0.52
20221205 19:26:04,3.33
20221205 19:26:04,2.68
20221205 19:26:04,9.86
20221205 19:26:04,0.13
20221205 19:26:04,0.11
20221205 19:26:04,3.81
20221205 19:26:04,1.25
20221205 19:26:04,2.75
20221205 19:26:04,3.4
20221205 19:26:04,2.37
20221205 19:26:04,1.82
20221205 19:26:04,0.41
20221205 19:26:04,2.22
20221205 19:26:05,6.45
20221205 19:26:05,2.65
20221205 19:26:05,0.41
20221205 19:26:05,0.86
20221205 19:26:05,1.18
20221205 19:26:05,1.74
20221205 19:26:05,0.87
20221205 19:26:05,2.47
20221205 19:26:05,1.56
20221205 19:26:05,0.3
20221205 19:26:05,0.13
20221205 19:26:05,6.53
20221205 19:26:05,0.93
20221205 19:26:05,1.56
20221205 19:26:05,0.79
20221205 19:26:05,0.53
20221205 19:26:05,2.36
20221205 19:26:05,3.61
20221205 19:26:05,0.88
20221205 19:26:06,1.56
20221205 19:26:06,1.07
20221205 19:26:06,4.32
20221205 19:26:06,0.22
20221205 19:26:06,1.13
20221205 19:26:06,1.13
20221205 19:26:06,1.26
20221205 19:26:06,1.35
20221205 19:26:06,0.96
20221205 19:26:06,3.22
20221205 19:26:06,0.91
20221205 19:26:06,3.18
20221205 19:26:06,0.9
20221205 19:26:06,0.64
20221205 19:26:06,0.94
20221205 19:26:06,5.12
20221205 19:26:06,8.93
20221205 19:26:06,1.25
20221205 19:26:06,2.57
20221205 19:26:06,0.3
20221205 19:26:06,1.02
20221205 19:26:07,1.94
20221205 19:26:07,0.3
20221205 19:26:07,0.92
20221205 19:26:07,1.02
20221205 19:26:07,0.84
20221205 19:26:07,1.43
20221205 19:26:07,1.69
20221205 19:26:07,2.69
20221205 19:26:07,0.36
20221205 19:26:07,0.2
20221205 19:26:07,4.25
20221205 19:26:07,1.42
20221205 19:26:07,0.16
20221205 19:26:07,1.02
20221205 19:26:07,0.77
20221205 19:26:07,3.34
20221205 19:26:07,4.9
20221205 19:26:08,1.21
20221205 19:26:08,3.3
20221205 19:26:08,2.6
20221205 19:26:08,5.88
20221205 19:26:08,1.34
20221205 19:26:08,1.95
20221205 19:26:08,0.21
20221205 19:26:08,3.88
20221205 19:26:08,0.68
20221205 19:26:08,0.56
20221205 19:26:08,5.4
20221205 19:26:08,1.99
20221205 19:26:08,1.27
20221205 19:26:08,2.56
20221205 19:26:08,1.04
20221205 19:26:08,0.14
20221205 19:26:09,3.24
20221205 19:26:09,0.18
20221205 19:26:09,2.5
20221205 19:26:09,4.81
20221205 19:26:09,0.68
20221205 19:26:09,5.28
20221205 19:26:09,3.19
20221205 19:26:09,0.82
20221205 19:26:09,1.21
20221205 19:26:09,3.15
20221205 19:26:09,0.6
20221205 19:26:09,1.34
20221205 19:26:09,0.87
20221205 19:26:09,0.11
20221205 19:26:09,1.87
20221205 19:26:09,6.8
20221205 19:26:09,4.02
20221205 19:26:09,5.87
20221205 19:26:09,2.34
20221205 19:26:09,2.35
20221205 19:26:09,0.99
20221205 19:26:09,0.31
20221205 19:26:09,1.68
20221205 19:26:09,4.21
20221205 19:26:09,0.72
20221205 19:26:09,0.33
20221205 19:26:09,2.24
20221205 19:26:09,4.53
20221205 19:26:09,7.77
20221205 19:26:10,1.79
20221205 19:26:10,2.92
20221205 19:26:10,6.02
20221205 19:26:10,8.14
20221205 19:26:10,3.65
20221205 19:26:10,1.7
20221205 19:26:10,1.33
20221205 19:26:10,0.61
20221205 19:26:10,1.01
20221205 19:26:10,2.01
20221205 19:26:10,1.57
20221205 19:26:10,4.76
20221205 19:26:10,1
20221205 19:26:10,1.4
20221205 19:26:10,1.08
20221205 19:26:10,2.3
20221205 19:26:10,0.78
20221205 19:26:10,5.97
20221205 19:26:10,2.53
20221205 19:26:11,0.22
20221205 19:26:11,0.32
20221205 19:26:11,4.43
20221205 19:26:11,4.32
20221205 19:26:11,5.22
20221205 19:26:11,1.22
20221205 19:26:11,10.37
20221205 19:26:11,0.73
20221205 19:26:11,1.22
20221205 19:26:11,0.79
20221205 19:26:11,8.25
20221205 19:26:11,0.15
20221205 19:26:11,0.62
20221205 19:26:11,0.95
20221205 19:26:11,1.47
20221205 19:26:12,3.61
20221205 19:26:12,0.19
20221205 19:26:12,0.49
20221205 19:26:12,1.38
20221205 19:26:12,3.82
20221205 19:26:12,6.02
20221205 19:26:12,3.17
20221205 19:26:12,3.24
20221205 19:26:12,0.22
20221205 19:26:12,4.41
20221205 19:26:12,0.69
20221205 19:26:12,3.32
20221205 19:26:12,3.07
20221205 19:26:12,2.96
20221205 19:26:12,2.97
20221205 19:26:12,3.13
20221205 19:26:12,1.2
20221205 19:26:12,0.97
20221205 19:26:12,0.31
20221205 19:26:13,0.87
20221205 19:26:13,1.48
20221205 19:26:13,0.27
20221205 19:26:13,3.67
20221205 19:26:13,0.97
20221205 19:26:13,7.1
20221205 19:26:13,3.5
20221205 19:26:13,1.84
20221205 19:26:13,0.52
20221205 19:26:13,0.43
20221205 19:26:13,3.92
20221205 19:26:13,1.38
20221205 19:26:13,1.73
20221205 19:26:13,1.47
20221205 19:26:13,0.5
20221205 19:26:13,1.71
20221205 19:26:13,0.55
20221205 19:26:13,1.14
20221205 19:26:14,1.49
20221205 19:26:14,0.94
20221205 19:26:14,1.39
20221205 19:26:14,0.49
20221205 19:26:14,1.23
20221205 19:26:14,5.14
20221205 19:26:14,1.4
20221205 19:26:14,0.63
20221205 19:26:14,2.11
20221205 19:26:14,0.91
20221205 19:26:14,1.35
20221205 19:26:14,1.27
20221205 19:26:14,5.42
20221205 19:26:14,4.05
20221205 19:26:14,1.34
20221205 19:26:14,1
20221205 19:26:14,2.55
20221205 19:26:15,0.46
20221205 19:26:15,4.43
20221205 19:26:15,1.21
20221205 19:26:15,0.51
20221205 19:26:15,3.96
20221205 19:26:15,2.37
20221205 19:26:15,9.36
20221205 19:26:15,0.5
20221205 19:26:15,11.84
20221205 19:26:15,1.87
20221205 19:26:15,1.68
20221205 19:26:15,1.76
20221205 19:26:15,0.27
20221205 19:26:15,3.76
20221205 19:26:15,6.42
20221205 19:26:15,2.58
20221205 19:26:15,1.12
20221205 19:26:16,0.39
20221205 19:26:16,2.05
20221205 19:26:16,2.56
20221205 19:26:16,0.72
20221205 19:26:16,1.66
20221205 19:26:16,0.23
20221205 19:26:16,0.16
20221205 19:26:16,0.65
20221205 19:26:16,5.07
20221205 19:26:16,0.38
20221205 19:26:16,2.03
20221205 19:26:16,2.81
20221205 19:26:16,2.5
20221205 19:26:16,2.63
20221205 19:26:16,5.05
20221205 19:26:16,2.52
20221205 19:26:16,1.78
20221205 19:26:16,0.62
20221205 19:26:16,0.51
20221205 19:26:16,0.48
20221205 19:26:17,2.25
20221205 19:26:17,1.07
20221205 19:26:17,6
20221205 19:26:17,0.55
20221205 19:26:17,1.94
20221205 19:26:17,1
20221205 19:26:17,3.42
20221205 19:26:17,2.71
20221205 19:26:17,2.74
20221205 19:26:17,0.1
20221205 19:26:17,1.35
20221205 19:26:17,0.74
20221205 19:26:17,0.73
20221205 19:26:17,1.95
20221205 19:26:17,3.11
20221205 19:26:17,3.89
20221205 19:26:17,1.54
20221205 19:26:18,0.4
20221205 19:26:18,0.28
20221205 19:26:18,0.24
20221205 19:26:18,0.62
20221205 19:26:18,1.01
20221205 19:26:18,1.52
20221205 19:26:18,0.35
20221205 19:26:18,0.68
20221205 19:26:18,5.03
20221205 19:26:18,2.31
20221205 19:26:18,1.19
20221205 19:26:18,1.02
20221205 19:26:18,1.84
20221205 19:26:18,0.31
20221205 19:26:18,2.75
20221205 19:26:18,3.64
20221205 19:26:18,2.6
20221205 19:26:18,3
20221205 19:26:18,3.24
20221205 19:26:18,0.48
20221205 19:26:18,5.62
20221205 19:26:18,2.98
20221205 19:26:18,2.33
20221205 19:26:18,2.41
20221205 19:26:18,2.07
20221205 19:26:18,0.79
20221205 19:26:18,0.67
20221205 19:26:18,4.49
20221205 19:26:19,9.49
20221205 19:26:19,0.34
20221205 19:26:19,0.41
20221205 19:26:19,5.34
20221205 19:26:19,1.69
20221205 19:26:19,7.24
20221205 19:26:19,0.41
20221205 19:26:19,1.16
20221205 19:26:19,8.44
20221205 19:26:19,0.25
20221205 19:26:19,5.42
20221205 19:26:19,0.72
20221205 19:26:19,1.02
20221205 19:26:19,2.32
20221205 19:26:19,0.56
20221205 19:26:19,1.49
20221205 19:26:19,4.65
20221205 19:26:19,3.31
20221205 19:26:19,1.09
20221205 19:26:20,2.55
20221205 19:26:20,1.49
20221205 19:26:20,4.33
20221205 19:26:20,0.51
20221205 19:26:20,0.22
20221205 19:26:20,1.32
20221205 19:26:20,6.15
20221205 19:26:20,0.17
20221205 19:26:20,6.4
20221205 19:26:20,5.55
20221205 19:26:20,1.23
20221205 19:26:20,3.86
20221205 19:26:20,0.38
20221205 19:26:20,3.28
20221205 19:26:20,4.14
20221205 19:26:20,1.99
20221205 19:26:20,0.67
20221205 19:26:20,2.71
20221205 19:26:20,1.52
20221205 19:26:20,0.57
20221205 19:26:21,0.31
20221205 19:26:21,0.21
20221205 19:26:21,6.69
20221205 19:26:21,2.91
20221205 19:26:21,2.05
20221205 19:26:21,5.22
20221205 19:26:21,4.89
20221205 19:26:21,2.19
20221205 19:26:21,0.11
20221205 19:26:21,1.02
20221205 19:26:21,0.18
20221205 19:26:21,2.66
20221205 19:26:21,0.76
20221205 19:26:21,3.3
20221205 19:26:21,4.12
20221205 19:26:21,1.44
20221205 19:26:21,0.7
20221205 19:26:21,3.72
20221205 19:26:22,0.89
20221205 19:26:22,0.96
20221205 19:26:22,0.36
20221205 19:26:22,0.56
20221205 19:26:22,1.19
20221205 19:26:22,6
20221205 19:26:22,1.27
20221205 19:26:22,1.62
20221205 19:26:22,0.14
20221205 19:26:22,2.16
20221205 19:26:22,7.76
20221205 19:26:22,0.4
20221205 19:26:22,0.32
20221205 19:26:22,1.21
20221205 19:26:22,3.48
20221205 19:26:22,2.34
20221205 19:26:22,0.8
20221205 19:26:22,2.98
20221205 19:26:23,1.14
20221205 19:26:23,1.63
20221205 19:26:23,1.15
20221205 19:26:23,3.99
20221205 19:26:23,1.32
20221205 19:26:23,2.7
20221205 19:26:23,3.78
20221205 19:26:23,6.94
20221205 19:26:23,4.3
20221205 19:26:23,0.26
20221205 19:26:23,0.53
20221205 19:26:23,0.38
20221205 19:26:23,5.72
20221205 19:26:23,1.55
20221205 19:26:23,1.72
20221205 19:26:23,0.17
20221205 19:26:23,0.73
20221205 19:26:23,3.83
20221205 19:26:23,0.2
20221205 19:26:23,0.39
20221205 19:26:23,0.9
20221205 19:26:23,2.31
20221205 19:26:23,4.17
20221205 19:26:23,0.39
20221205 19:26:24,0.9
20221205 19:26:24,1.79
20221205 19:26:24,0.71
20221205 19:26:24,0.62
20221205 19:26:24,3.33
20221205 19:26:24,0.29
20221205 19:26:24,1.77
20221205 19:26:24,2.1
20221205 19:26:24,8.15
20221205 19:26:24,7.83
20221205 19:26:24,0.3
20221205 19:26:24,5.18
20221205 19:26:24,6.47
20221205 19:26:24,2.29
20221205 19:26:24,2.4
20221205 19:26:24,1.56
20221205 19:26:24,0.28
20221205 19:26:24,2.4
20221205 19:26:24,3.82
20221205 19:26:24,3.29
20221205 19:26:24,0.94
20221205 19:26:24,1.97
20221205 19:26:24,3.32
20221205 19:26:24,2.11
20221205 19:26:24,2.67
20221205 19:26:25,1.03
20221205 19:26:25,0.62
20221205 19:26:25,2.73
20221205 19:26:25,2.87
20221205 19:26:25,0.37
20221205 19:26:25,2.96
20221205 19:26:25,2.33
20221205 19:26:25,0.95
20221205 19:26:25,4.49
20221205 19:26:25,2.18
20221205 19:26:25,2.8
20221205 19:26:25,0.78
20221205 19:26:25,0.88
20221205 19:26:25,4.42
20221205 19:26:25,0.12
20221205 19:26:25,5.26
20221205 19:26:25,0.11
20221205 19:26:25,3.01
20221205 19:26:25,0.25
20221205 19:26:25,6.04
20221205 19:26:26,1.83
20221205 19:26:26,8.98
20221205 19:26:26,5.54
20221205 19:26:26,3.22
20221205 19:26:26,0.3
20221205 19:26:26,1.08
20221205 19:26:26,0.24
20221205 19:26:26,0.1
20221205 19:26:26,5.6
20221205 19:26:26,0.42
20221205 19:26:26,6.68
20221205 19:26:26,0.89
20221205 19:26:26,2.76
20221205 19:26:26,6.07
20221205 19:26:26,3.3
20221205 19:26:26,1.85
20221205 19:26:26,2.8
20221205 19:26:26,2.36
20221205 19:26:26,0.96
20221205 19:26:26,2.7
20221205 19:26:26,4.33
20221205 19:26:27,8.22
20221205 19:26:27,0.29
20221205 19:26:27,1.14
20221205 19:26:27,0.88
20221205 19:26:27,0.53
20221205 19:26:27,4.54
20221205 19:26:27,2.48
20221205 19:26:27,0.96
20221205 19:26:27,0.5
20221205 19:26:27,0.12
20221205 19:26:27,1.99
20221205 19:26:27,2.22
20221205 19:26:27,3.21
20221205 19:26:28,0.27
20221205 19:26:28,0.37
20221205 19:26:28,6.46
20221205 19:26:28,0.44
20221205 19:26:28,0.64
20221205 19:26:28,0.59
20221205 19:26:28,2.18
20221205 19:26:28,7.53
20221205 19:26:28,1.91
20221205 19:26:28,1.57
20221205 19:26:28,0.59
20221205 19:26:28,2.36
20221205 19:26:28,6.5
20221205 19:26:28,1.28
20221205 19:26:28,0.69
20221205 19:26:29,2.32
20221205 19:26:29,1.44
20221205 19:26:29,0.18
20221205 19:26:29,2.74
20221205 19:26:29,0.18
20221205 19:26:29,0.13
20221205 19:26:29,0.98
20221205 19:26:29,0.14
20221205 19:26:29,0.39
20221205 19:26:29,6.99
20221205 19:26:29,1.46
20221205 19:26:29,1.97
20221205 19:26:29,0.77
20221205 19:26:29,2.95
20221205 19:26:29,6.27
20221205 19:26:29,2.2
20221205 19:26:29,0.71
20221205 19:26:29,0.47
20221205 19:26:29,4.22
20221205 19:26:29,3.15
20221205 19:26:29,4.2
20221205 19:26:29,1.34
20221205 19:26:29,3.85
20221205 19:26:29,3.28
20221205 19:26:29,1.76
20221205 19:26:29,6.52
20221205 19:26:29,5.85
20221205 19:26:29,0.77
20221205 19:26:30,0.79
20221205 19:26:30,1.12
20221205 19:26:30,1.97
20221205 19:26:30,1.52
20221205 19:26:30,3.31
20221205 19:26:30,0.84
20221205 19:26:30,0.9
20221205 19:26:30,0.86
20221205 19:26:30,1.09
20221205 19:26:30,1.1
20221205 19:26:30,1.62
20221205 19:26:30,1.24
20221205 19:26:30,2.78
20221205 19:26:30,2.64
20221205 19:26:30,2.35
20221205 19:26:30,0.83
20221205 19:26:30,1.53
20221205 19:26:31,0.5
20221205 19:26:31,7.4
20221205 19:26:31,1.28
20221205 19:26:31,0.39
20221205 19:26:31,0.71
20221205 19:26:31,1.36
20221205 19:26:31,1
