μ子数据
开始时间,19:22:03
测量时间,592.6
μ子衰变数,10330
μ子通量数,1718
日期时间,μ子寿命
20221205 19:24:41,7.25
20221205 19:24:41,0.84
20221205 19:24:41,1.3
20221205 19:24:41,2.15
20221205 19:24:41,2.53
20221205 19:24:41,2.19
20221205 19:24:41,1.51
20221205 19:24:41,1.5
20221205 19:24:41,0.66
20221205 19:24:41,1.07
20221205 19:24:41,0.35
20221205 19:24:41,2.81
20221205 19:24:41,2.73
20221205 19:24:41,2.58
20221205 19:24:41,2.79
20221205 19:24:42,1.05
20221205 19:24:42,2.12
20221205 19:24:42,4.33
20221205 19:24:42,2.59
20221205 19:24:42,0.27
20221205 19:24:42,2.07
20221205 19:24:42,1.36
20221205 19:24:42,1.11
20221205 19:24:42,2.14
20221205 19:24:42,1.07
20221205 19:24:42,0.3
20221205 19:24:42,1
20221205 19:24:42,4.23
20221205 19:24:42,0.68
20221205 19:24:42,5.01
20221205 19:24:42,3.4
20221205 19:24:42,2.56
20221205 19:24:42,1.27
20221205 19:24:42,1.08
20221205 19:24:42,2.79
20221205 19:24:42,13.56
20221205 19:24:42,2.82
20221205 19:24:42,1.53
20221205 19:24:42,0.54
20221205 19:24:43,0.19
20221205 19:24:43,2.97
20221205 19:24:43,0.28
20221205 19:24:43,0.83
20221205 19:24:43,7.23
20221205 19:24:43,6.77
20221205 19:24:43,1.38
20221205 19:24:43,0.33
20221205 19:24:43,1.5
20221205 19:24:43,1.9
20221205 19:24:43,0.64
20221205 19:24:43,0.11
20221205 19:24:43,0.18
20221205 19:24:43,3.13
20221205 19:24:44,1.17
20221205 19:24:44,3.67
20221205 19:24:44,5.44
20221205 19:24:44,1.33
20221205 19:24:44,0.39
20221205 19:24:44,6.9
20221205 19:24:44,3.56
20221205 19:24:44,0.72
20221205 19:24:44,4.54
20221205 19:24:44,0.71
20221205 19:24:44,1.43
20221205 19:24:44,0.18
20221205 19:24:45,7.09
20221205 19:24:45,9.94
20221205 19:24:45,0.88
20221205 19:24:45,0.7
20221205 19:24:45,2.82
20221205 19:24:45,6.84
20221205 19:24:45,3.07
20221205 19:24:45,5.06
20221205 19:24:45,0.15
20221205 19:24:45,0.27
20221205 19:24:45,6.37
20221205 19:24:45,1.56
20221205 19:24:45,5.31
20221205 19:24:45,2.99
20221205 19:24:45,2.87
20221205 19:24:45,7.3
20221205 19:24:45,3.46
20221205 19:24:45,4.17
20221205 19:24:45,5.53
20221205 19:24:45,8.16
20221205 19:24:46,5.53
20221205 19:24:46,0.22
20221205 19:24:46,1.18
20221205 19:24:46,1.08
20221205 19:24:46,0.2
20221205 19:24:46,1.61
20221205 19:24:46,1.07
20221205 19:24:46,2.99
20221205 19:24:46,0.9
20221205 19:24:46,0.1
20221205 19:24:46,1.07
20221205 19:24:46,2
20221205 19:24:46,1.65
20221205 19:24:46,5.33
20221205 19:24:46,5.85
20221205 19:24:46,0.39
20221205 19:24:46,2.05
20221205 19:24:46,1.64
20221205 19:24:46,3.9
20221205 19:24:46,1.48
20221205 19:24:47,1
20221205 19:24:47,2.67
20221205 19:24:47,0.78
20221205 19:24:47,0.9
20221205 19:24:47,0.78
20221205 19:24:47,0.77
20221205 19:24:47,8.01
20221205 19:24:47,2.2
20221205 19:24:47,3.21
20221205 19:24:47,0.34
20221205 19:24:47,0.2
20221205 19:24:47,5.73
20221205 19:24:47,2.62
20221205 19:24:47,1.55
20221205 19:24:47,1.93
20221205 19:24:47,2.61
20221205 19:24:47,1.45
20221205 19:24:47,0.36
20221205 19:24:47,1.91
20221205 19:24:47,0.42
20221205 19:24:48,13.09
20221205 19:24:48,2.22
20221205 19:24:48,0.52
20221205 19:24:48,0.28
20221205 19:24:48,4.23
20221205 19:24:48,0.31
20221205 19:24:48,1.08
20221205 19:24:48,0.23
20221205 19:24:48,0.59
20221205 19:24:48,0.35
20221205 19:24:48,1.28
20221205 19:24:48,0.46
20221205 19:24:48,4.23
20221205 19:24:48,6.81
20221205 19:24:48,1.05
20221205 19:24:49,0.36
20221205 19:24:49,3.43
20221205 19:24:49,0.66
20221205 19:24:49,3.97
20221205 19:24:49,0.65
20221205 19:24:49,1.71
20221205 19:24:49,2.13
20221205 19:24:49,1.67
20221205 19:24:49,1.77
20221205 19:24:49,1.07
20221205 19:24:49,0.91
20221205 19:24:49,4.85
20221205 19:24:49,3.95
20221205 19:24:49,2.34
20221205 19:24:49,1.31
20221205 19:24:50,0.67
20221205 19:24:50,1.34
20221205 19:24:50,2.2
20221205 19:24:50,0.16
20221205 19:24:50,0.91
20221205 19:24:50,1.14
20221205 19:24:50,2.51
20221205 19:24:50,0.17
20221205 19:24:50,1.75
20221205 19:24:50,3.78
20221205 19:24:50,3.97
20221205 19:24:50,1.27
20221205 19:24:50,0.82
20221205 19:24:50,7.66
20221205 19:24:50,1.01
20221205 19:24:50,0.13
20221205 19:24:50,2.57
20221205 19:24:50,4.36
20221205 19:24:50,7.7
20221205 19:24:51,3.79
20221205 19:24:51,3.42
20221205 19:24:51,1.5
20221205 19:24:51,0.99
20221205 19:24:51,2.73
20221205 19:24:51,1.44
20221205 19:24:51,1.76
20221205 19:24:51,0.72
20221205 19:24:51,1.62
20221205 19:24:51,4.95
20221205 19:24:51,0.46
20221205 19:24:51,0.15
20221205 19:24:51,0.16
20221205 19:24:52,0.3
20221205 19:24:52,0.55
20221205 19:24:52,0.48
20221205 19:24:52,0.48
20221205 19:24:52,2.27
20221205 19:24:52,2.99
20221205 19:24:52,6.11
20221205 19:24:52,0.27
20221205 19:24:52,0.11
20221205 19:24:52,5.55
20221205 19:24:52,1.84
20221205 19:24:52,1.38
20221205 19:24:52,3.04
20221205 19:24:52,1.75
20221205 19:24:52,0.65
20221205 19:24:52,4.57
20221205 19:24:52,0.52
20221205 19:24:52,0.56
20221205 19:24:53,0.76
20221205 19:24:53,10.12
20221205 19:24:53,2.44
20221205 19:24:53,1.49
20221205 19:24:53,0.29
20221205 19:24:53,0.34
20221205 19:24:53,3.73
20221205 19:24:53,6.05
20221205 19:24:53,1.73
20221205 19:24:53,0.89
20221205 19:24:53,0.66
20221205 19:24:53,0.66
20221205 19:24:53,0.38
20221205 19:24:53,2.06
20221205 19:24:53,1.82
20221205 19:24:54,1.43
20221205 19:24:54,3.31
20221205 19:24:54,2.86
20221205 19:24:54,3.08
20221205 19:24:54,2.66
20221205 19:24:54,1.07
20221205 19:24:54,0.74
20221205 19:24:54,4.17
20221205 19:24:54,0.39
20221205 19:24:54,4.3
20221205 19:24:54,1.1
20221205 19:24:54,0.82
20221205 19:24:54,0.26
20221205 19:24:54,0.55
20221205 19:24:54,1.94
20221205 19:24:54,0.21
20221205 19:24:55,0.68
20221205 19:24:55,1.12
20221205 19:24:55,2.66
20221205 19:24:55,2.65
20221205 19:24:55,0.75
20221205 19:24:55,2.29
20221205 19:24:55,4.47
20221205 19:24:55,0.18
20221205 19:24:55,1.62
20221205 19:24:55,2.32
20221205 19:24:55,3.94
20221205 19:24:55,2.59
20221205 19:24:55,0.87
20221205 19:24:55,0.28
20221205 19:24:55,2.57
20221205 19:24:55,0.39
20221205 19:24:56,0.32
20221205 19:24:56,5.85
20221205 19:24:56,0.5
20221205 19:24:56,0.27
20221205 19:24:56,0.36
20221205 19:24:56,1.77
20221205 19:24:56,1.15
20221205 19:24:56,3.45
20221205 19:24:56,8.15
20221205 19:24:56,1.72
20221205 19:24:56,1.84
20221205 19:24:56,2.68
20221205 19:24:56,1.89
20221205 19:24:56,3.94
20221205 19:24:56,9.14
20221205 19:24:57,2.46
20221205 19:24:57,0.3
20221205 19:24:57,0.62
20221205 19:24:57,0.75
20221205 19:24:57,0.14
20221205 19:24:57,9.68
20221205 19:24:57,0.27
20221205 19:24:57,1
20221205 19:24:57,1.69
20221205 19:24:57,1.33
20221205 19:24:57,1.59
20221205 19:24:57,5.65
20221205 19:24:57,2.18
20221205 19:24:57,1.37
20221205 19:24:57,1.61
20221205 19:24:57,4.64
20221205 19:24:57,0.26
20221205 19:24:57,0.81
20221205 19:24:57,0.66
20221205 19:24:57,0.93
20221205 19:24:57,0.27
20221205 19:24:57,6.67
20221205 19:24:57,1.12
20221205 19:24:57,0.98
20221205 19:24:57,5.23
20221205 19:24:57,0.69
20221205 19:24:58,2.11
20221205 19:24:58,3.78
20221205 19:24:58,1.76
20221205 19:24:58,5.93
20221205 19:24:58,2.52
20221205 19:24:58,8.4
20221205 19:24:58,1.1
20221205 19:24:58,7.39
20221205 19:24:58,3.87
20221205 19:24:58,0.35
20221205 19:24:58,3.03
20221205 19:24:58,1.86
20221205 19:24:58,4.11
20221205 19:24:58,0.33
20221205 19:24:58,0.44
20221205 19:24:58,0.28
20221205 19:24:58,0.91
20221205 19:24:58,3.1
20221205 19:24:58,1.19
20221205 19:24:58,5.36
20221205 19:24:58,0.77
20221205 19:24:58,7.88
20221205 19:24:58,0.65
20221205 19:24:58,1.57
20221205 19:24:58,1.37
20221205 19:24:58,0.22
20221205 19:24:58,1.25
20221205 19:24:58,1.17
20221205 19:24:59,2.37
20221205 19:24:59,2.79
20221205 19:24:59,1.68
20221205 19:24:59,0.53
20221205 19:24:59,0.61
20221205 19:24:59,6.43
20221205 19:24:59,3.64
20221205 19:24:59,0.12
20221205 19:24:59,2.72
20221205 19:24:59,0.44
20221205 19:24:59,4.41
20221205 19:24:59,2.39
20221205 19:24:59,0.36
20221205 19:24:59,0.85
20221205 19:24:59,0.11
20221205 19:24:59,5.47
20221205 19:24:59,1.34
20221205 19:25:00,0.52
20221205 19:25:00,0.58
20221205 19:25:00,1.66
20221205 19:25:00,0.3
20221205 19:25:00,0.11
20221205 19:25:00,2.88
20221205 19:25:00,2.52
20221205 19:25:00,0.27
20221205 19:25:00,10.72
20221205 19:25:00,1
20221205 19:25:00,2.21
20221205 19:25:00,2.37
20221205 19:25:00,6.08
20221205 19:25:00,0.4
20221205 19:25:00,0.88
20221205 19:25:00,1
20221205 19:25:00,4.24
20221205 19:25:00,4.54
20221205 19:25:01,0.81
20221205 19:25:01,1.38
20221205 19:25:01,2.9
20221205 19:25:01,2.75
20221205 19:25:01,1.8
20221205 19:25:01,0.11
20221205 19:25:01,6.16
20221205 19:25:01,0.21
20221205 19:25:01,1.09
20221205 19:25:01,1.1
20221205 19:25:01,1.14
20221205 19:25:01,5.48
20221205 19:25:01,0.72
20221205 19:25:01,0.58
20221205 19:25:01,0.87
20221205 19:25:01,1.93
20221205 19:25:02,2.29
20221205 19:25:02,0.67
20221205 19:25:02,0.82
20221205 19:25:02,4.29
20221205 19:25:02,4.24
20221205 19:25:02,1.03
20221205 19:25:02,0.23
20221205 19:25:02,5.94
20221205 19:25:02,0.4
20221205 19:25:02,0.6
20221205 19:25:02,0.41
20221205 19:25:02,0.12
20221205 19:25:02,0.78
20221205 19:25:02,2.95
20221205 19:25:02,2.28
20221205 19:25:02,0.16
20221205 19:25:03,1.98
20221205 19:25:03,2.01
20221205 19:25:03,2.49
20221205 19:25:03,1.19
20221205 19:25:03,0.37
20221205 19:25:03,3.3
20221205 19:25:03,5.88
20221205 19:25:03,4.7
20221205 19:25:03,4.63
20221205 19:25:03,2.26
20221205 19:25:03,1.93
20221205 19:25:03,0.65
20221205 19:25:03,1.75
20221205 19:25:03,1.48
20221205 19:25:03,1.86
20221205 19:25:03,3.1
20221205 19:25:03,0.53
20221205 19:25:03,0.94
20221205 19:25:03,3.57
20221205 19:25:03,0.51
20221205 19:25:03,0.58
20221205 19:25:03,1.54
20221205 19:25:03,7.41
20221205 19:25:04,7.06
20221205 19:25:04,0.55
20221205 19:25:04,2.57
20221205 19:25:04,1.38
20221205 19:25:04,1.46
20221205 19:25:04,3.46
20221205 19:25:04,1.83
20221205 19:25:04,0.61
20221205 19:25:04,0.83
20221205 19:25:04,2.46
20221205 19:25:04,1.12
20221205 19:25:04,0.35
20221205 19:25:04,0.28
20221205 19:25:04,1.77
20221205 19:25:04,4.36
20221205 19:25:04,0.85
20221205 19:25:04,0.21
20221205 19:25:04,3.53
20221205 19:25:04,2.63
20221205 19:25:05,3.42
20221205 19:25:05,2.13
20221205 19:25:05,0.54
20221205 19:25:05,6.47
20221205 19:25:05,2.31
20221205 19:25:05,0.15
20221205 19:25:05,1.15
20221205 19:25:05,4.62
20221205 19:25:05,2.54
20221205 19:25:05,1.39
20221205 19:25:05,3.54
20221205 19:25:06,2.77
20221205 19:25:06,3.19
20221205 19:25:06,3.62
20221205 19:25:06,1.1
20221205 19:25:06,1.51
20221205 19:25:06,4.25
20221205 19:25:06,1.33
20221205 19:25:06,3.08
20221205 19:25:06,2.01
20221205 19:25:06,1.25
20221205 19:25:06,1.95
20221205 19:25:06,0.87
20221205 19:25:06,1.4
20221205 19:25:06,3.1
20221205 19:25:06,0.55
20221205 19:25:06,1.62
20221205 19:25:06,0.89
20221205 19:25:07,0.85
20221205 19:25:07,0.54
20221205 19:25:07,1.47
20221205 19:25:07,1.88
20221205 19:25:07,1.44
20221205 19:25:07,1.6
20221205 19:25:07,0.92
20221205 19:25:07,1.4
20221205 19:25:07,0.63
20221205 19:25:07,0.52
20221205 19:25:07,4.39
20221205 19:25:07,0.28
20221205 19:25:07,3.58
20221205 19:25:07,0.63
20221205 19:25:07,0.59
20221205 19:25:07,0.47
20221205 19:25:07,3.97
20221205 19:25:07,1.37
20221205 19:25:07,1.78
20221205 19:25:07,0.61
20221205 19:25:08,0.49
20221205 19:25:08,3.57
20221205 19:25:08,0.61
20221205 19:25:08,7.73
20221205 19:25:08,0.36
20221205 19:25:08,0.2
20221205 19:25:08,1.3
20221205 19:25:08,0.78
20221205 19:25:08,4.78
20221205 19:25:08,5.09
20221205 19:25:08,5.66
20221205 19:25:08,0.29
20221205 19:25:08,5.12
20221205 19:25:09,0.98
20221205 19:25:09,6.94
20221205 19:25:09,1.32
20221205 19:25:09,0.9
20221205 19:25:09,2.67
20221205 19:25:09,1.83
20221205 19:25:09,3.36
20221205 19:25:09,1.11
20221205 19:25:09,0.21
20221205 19:25:09,0.28
20221205 19:25:09,0.92
20221205 19:25:09,0.88
20221205 19:25:09,10.26
20221205 19:25:10,0.76
20221205 19:25:10,0.98
20221205 19:25:10,1.36
20221205 19:25:10,0.72
20221205 19:25:10,1.52
20221205 19:25:10,4.57
20221205 19:25:10,5.98
20221205 19:25:10,0.45
20221205 19:25:10,0.52
20221205 19:25:10,4.16
20221205 19:25:10,4.34
20221205 19:25:10,2.42
20221205 19:25:10,2.4
20221205 19:25:10,0.81
20221205 19:25:10,0.32
20221205 19:25:11,2.29
20221205 19:25:11,3.49
20221205 19:25:11,4.43
20221205 19:25:11,1.8
20221205 19:25:11,1.56
20221205 19:25:11,7.86
20221205 19:25:11,1.91
20221205 19:25:11,0.25
20221205 19:25:11,0.41
20221205 19:25:11,1
20221205 19:25:11,3.81
20221205 19:25:11,3.37
20221205 19:25:11,1.08
20221205 19:25:11,5.17
20221205 19:25:11,4.49
20221205 19:25:11,0.68
20221205 19:25:11,1.43
20221205 19:25:11,3.64
20221205 19:25:11,6.92
20221205 19:25:11,0.18
20221205 19:25:11,3.32
20221205 19:25:11,2.86
20221205 19:25:12,2.69
20221205 19:25:12,11.15
20221205 19:25:12,3.35
20221205 19:25:12,0.77
20221205 19:25:12,2.57
20221205 19:25:12,0.35
20221205 19:25:12,1.21
20221205 19:25:12,1.17
20221205 19:25:12,0.44
20221205 19:25:12,0.44
20221205 19:25:12,4.98
20221205 19:25:12,0.93
20221205 19:25:12,1.48
20221205 19:25:12,6.41
20221205 19:25:13,1.28
20221205 19:25:13,0.6
20221205 19:25:13,3.94
20221205 19:25:13,1.63
20221205 19:25:13,0.11
20221205 19:25:13,5.9
20221205 19:25:13,11.46
20221205 19:25:13,1.05
20221205 19:25:13,4.06
20221205 19:25:13,1.08
20221205 19:25:13,1.24
20221205 19:25:13,3.65
20221205 19:25:13,1.38
20221205 19:25:13,1.71
20221205 19:25:13,1.18
20221205 19:25:13,0.88
20221205 19:25:13,1.4
20221205 19:25:13,5.08
20221205 19:25:13,3.01
20221205 19:25:13,0.31
20221205 19:25:13,1.45
20221205 19:25:13,6.53
20221205 19:25:13,2.37
20221205 19:25:13,2.02
20221205 19:25:13,1.1
20221205 19:25:14,3.19
20221205 19:25:14,0.23
20221205 19:25:14,1.95
20221205 19:25:14,0.53
20221205 19:25:14,0.44
20221205 19:25:14,1.98
20221205 19:25:14,4.7
20221205 19:25:14,1.61
20221205 19:25:14,4.01
20221205 19:25:14,0.88
20221205 19:25:14,0.56
20221205 19:25:14,5.08
20221205 19:25:14,2.54
20221205 19:25:14,0.25
20221205 19:25:14,1.3
20221205 19:25:14,5.49
20221205 19:25:14,1.43
20221205 19:25:15,2.73
20221205 19:25:15,0.95
20221205 19:25:15,1.37
20221205 19:25:15,0.23
20221205 19:25:15,1.3
20221205 19:25:15,2.35
20221205 19:25:15,5.1
20221205 19:25:15,0.75
20221205 19:25:15,0.64
20221205 19:25:15,1.23
20221205 19:25:15,4.73
20221205 19:25:15,1.96
20221205 19:25:15,2.92
20221205 19:25:15,1.41
20221205 19:25:15,6.07
20221205 19:25:15,0.47
20221205 19:25:15,0.29
20221205 19:25:15,0.78
20221205 19:25:15,3.89
20221205 19:25:15,0.79
20221205 19:25:15,0.21
20221205 19:25:15,0.21
20221205 19:25:15,0.29
20221205 19:25:16,2.14
20221205 19:25:16,0.81
20221205 19:25:16,3.21
20221205 19:25:16,0.23
20221205 19:25:16,1.37
20221205 19:25:16,0.87
20221205 19:25:16,1.42
20221205 19:25:16,2.17
20221205 19:25:16,6.14
20221205 19:25:16,0.67
20221205 19:25:16,2.36
20221205 19:25:16,1.41
20221205 19:25:16,2.63
20221205 19:25:16,4.72
20221205 19:25:17,1.43
20221205 19:25:17,1.89
20221205 19:25:17,0.91
20221205 19:25:17,0.58
20221205 19:25:17,0.95
20221205 19:25:17,6.35
20221205 19:25:17,5.01
20221205 19:25:17,7
20221205 19:25:17,4.98
20221205 19:25:17,3.9
20221205 19:25:17,0.53
20221205 19:25:17,2.19
20221205 19:25:17,2.62
20221205 19:25:18,1.82
20221205 19:25:18,1.04
20221205 19:25:18,0.41
20221205 19:25:18,3.72
20221205 19:25:18,1.86
20221205 19:25:18,2.33
20221205 19:25:18,7.28
20221205 19:25:18,1.51
20221205 19:25:18,0.57
20221205 19:25:18,0.76
20221205 19:25:18,2.19
20221205 19:25:18,1.91
20221205 19:25:18,0.43
20221205 19:25:18,1.82
20221205 19:25:18,3.85
20221205 19:25:18,2.3
20221205 19:25:18,5
20221205 19:25:19,2.01
20221205 19:25:19,0.7
20221205 19:25:19,1.3
20221205 19:25:19,0.94
20221205 19:25:19,0.46
20221205 19:25:19,1.38
20221205 19:25:19,1.08
20221205 19:25:20,4.55
20221205 19:25:20,0.9
20221205 19:25:20,1.43
20221205 19:25:20,1.62
20221205 19:25:20,0.36
20221205 19:25:20,2.56
20221205 19:25:20,0.26
20221205 19:25:20,1.6
20221205 19:25:20,1.73
20221205 19:25:20,3.31
20221205 19:25:20,0.11
20221205 19:25:20,0.99
20221205 19:25:21,0.4
20221205 19:25:21,0.74
20221205 19:25:21,0.8
20221205 19:25:21,1.86
20221205 19:25:21,5.77
20221205 19:25:21,1.22
20221205 19:25:21,0.15
20221205 19:25:21,3.79
20221205 19:25:21,2.78
20221205 19:25:21,1.03
20221205 19:25:21,5.86
20221205 19:25:21,4.94
20221205 19:25:21,5.98
20221205 19:25:21,0.82
20221205 19:25:21,10.48
20221205 19:25:21,4.55
20221205 19:25:21,0.5
20221205 19:25:21,1.5
20221205 19:25:21,1.68
20221205 19:25:22,2.11
20221205 19:25:22,0.65
20221205 19:25:22,0.33
20221205 19:25:22,4.36
20221205 19:25:22,2.25
20221205 19:25:22,2.31
20221205 19:25:22,1.64
20221205 19:25:22,1.09
20221205 19:25:22,1.45
20221205 19:25:22,2.08
20221205 19:25:22,4.87
20221205 19:25:22,0.87
20221205 19:25:22,3.21
20221205 19:25:22,1.45
20221205 19:25:23,0.1
20221205 19:25:23,0.9
20221205 19:25:23,3.64
20221205 19:25:23,1.05
20221205 19:25:23,1.17
20221205 19:25:23,3.5
20221205 19:25:23,1.55
20221205 19:25:23,4.27
20221205 19:25:23,1.97
20221205 19:25:23,1.45
20221205 19:25:23,0.31
20221205 19:25:23,2.2
20221205 19:25:23,2.88
20221205 19:25:23,6.52
20221205 19:25:24,0.92
20221205 19:25:24,0.91
20221205 19:25:24,1.21
20221205 19:25:24,1.21
20221205 19:25:24,1.04
20221205 19:25:24,2.18
20221205 19:25:24,2.6
20221205 19:25:24,7.17
20221205 19:25:24,0.13
20221205 19:25:24,3.62
20221205 19:25:24,1.86
20221205 19:25:24,2.33
20221205 19:25:24,6.84
20221205 19:25:24,1.8
20221205 19:25:25,3.89
20221205 19:25:25,6.35
20221205 19:25:25,0.46
20221205 19:25:25,0.94
20221205 19:25:25,2.25
20221205 19:25:25,4.72
20221205 19:25:25,1.64
20221205 19:25:25,2.16
20221205 19:25:25,2
20221205 19:25:25,0.32
20221205 19:25:25,0.98
20221205 19:25:25,0.72
20221205 19:25:26,0.42
20221205 19:25:26,4.33
20221205 19:25:26,0.84
20221205 19:25:26,0.13
20221205 19:25:26,2.93
20221205 19:25:26,2.26
20221205 19:25:26,0.36
20221205 19:25:26,2.49
20221205 19:25:26,4.36
20221205 19:25:26,1.48
20221205 19:25:26,1.32
20221205 19:25:26,0.76
20221205 19:25:26,0.82
20221205 19:25:26,5.51
20221205 19:25:26,0.42
20221205 19:25:26,1.08
20221205 19:25:26,0.88
20221205 19:25:27,9.79
20221205 19:25:27,2.14
20221205 19:25:27,0.49
20221205 19:25:27,5.38
20221205 19:25:27,0.55
20221205 19:25:27,5.96
20221205 19:25:27,0.71
20221205 19:25:27,3.43
20221205 19:25:27,2.03
20221205 19:25:27,1.83
20221205 19:25:27,0.49
20221205 19:25:27,0.11
20221205 19:25:27,0.29
20221205 19:25:28,2.8
20221205 19:25:28,9.12
20221205 19:25:28,5.42
20221205 19:25:28,0.98
20221205 19:25:28,3.28
20221205 19:25:28,0.55
20221205 19:25:28,0.2
20221205 19:25:28,5.11
20221205 19:25:28,0.49
20221205 19:25:28,1.1
20221205 19:25:28,5.87
20221205 19:25:28,0.69
20221205 19:25:28,0.9
20221205 19:25:28,0.21
20221205 19:25:28,2.03
20221205 19:25:28,2.39
20221205 19:25:28,1.91
20221205 19:25:29,1.48
20221205 19:25:29,3.81
20221205 19:25:29,0.75
20221205 19:25:29,1.56
20221205 19:25:29,5.02
20221205 19:25:29,2.62
20221205 19:25:29,0.24
20221205 19:25:29,1.67
20221205 19:25:29,0.23
20221205 19:25:29,2.33
20221205 19:25:29,0.58
20221205 19:25:29,9.87
20221205 19:25:29,4.19
20221205 19:25:29,4.67
20221205 19:25:29,2.24
20221205 19:25:29,0.73
20221205 19:25:29,1.53
20221205 19:25:30,0.46
20221205 19:25:30,1.62
20221205 19:25:30,2.43
20221205 19:25:30,8.14
20221205 19:25:30,2.44
20221205 19:25:30,1.48
20221205 19:25:30,2.71
20221205 19:25:30,2.47
20221205 19:25:30,2.07
20221205 19:25:30,3.31
20221205 19:25:30,0.57
20221205 19:25:30,3.62
20221205 19:25:30,0.52
20221205 19:25:30,3.48
20221205 19:25:30,10.69
20221205 19:25:30,0.26
20221205 19:25:30,2.75
20221205 19:25:30,0.56
20221205 19:25:30,2.13
20221205 19:25:30,1.75
20221205 19:25:30,1.24
20221205 19:25:31,1.14
20221205 19:25:31,0.61
20221205 19:25:31,1.57
20221205 19:25:31,0.74
20221205 19:25:31,1.02
20221205 19:25:31,0.54
20221205 19:25:31,2.31
20221205 19:25:31,1.02
20221205 19:25:31,4.53
20221205 19:25:31,1.7
20221205 19:25:31,5.29
20221205 19:25:31,0.37
20221205 19:25:31,1.59
20221205 19:25:31,1.35
20221205 19:25:31,2.64
20221205 19:25:31,1.75
20221205 19:25:31,1.98
20221205 19:25:31,3.09
20221205 19:25:31,3.84
20221205 19:25:31,2.73
20221205 19:25:31,0.7
20221205 19:25:31,0.33
20221205 19:25:31,4.97
20221205 19:25:31,0.66
20221205 19:25:31,0.66
20221205 19:25:31,1.84
20221205 19:25:32,5.36
20221205 19:25:32,0.32
20221205 19:25:32,0.18
20221205 19:25:32,0.54
20221205 19:25:32,3.82
20221205 19:25:32,0.56
20221205 19:25:32,2.52
20221205 19:25:32,0.99
20221205 19:25:32,0.97
20221205 19:25:32,0.28
20221205 19:25:32,2.07
20221205 19:25:32,3.31
20221205 19:25:32,1.05
20221205 19:25:32,0.47
20221205 19:25:33,6.74
20221205 19:25:33,0.84
20221205 19:25:33,1.25
20221205 19:25:33,10.85
20221205 19:25:33,0.13
20221205 19:25:33,3.64
20221205 19:25:33,3.09
20221205 19:25:33,0.16
20221205 19:25:33,0.46
20221205 19:25:33,1.52
20221205 19:25:33,2.35
20221205 19:25:33,5.32
20221205 19:25:33,0.51
20221205 19:25:33,1.44
20221205 19:25:33,0.92
20221205 19:25:33,1.25
20221205 19:25:33,16.3
20221205 19:25:33,0.95
20221205 19:25:33,1.54
20221205 19:25:33,0.1
20221205 19:25:34,2.17
20221205 19:25:34,0.23
20221205 19:25:34,6.31
20221205 19:25:34,4.33
20221205 19:25:34,2.93
20221205 19:25:34,0.63
20221205 19:25:34,0.39
20221205 19:25:34,0.45
20221205 19:25:34,1.6
20221205 19:25:34,1.01
20221205 19:25:34,1.57
20221205 19:25:34,8.56
20221205 19:25:34,5.07
20221205 19:25:34,0.11
20221205 19:25:34,6.26
20221205 19:25:34,3.41
20221205 19:25:34,2.22
20221205 19:25:34,5.12
20221205 19:25:34,1.95
20221205 19:25:34,4.39
20221205 19:25:34,1.77
20221205 19:25:34,0.21
20221205 19:25:34,1.35
20221205 19:25:35,2.1
20221205 19:25:35,5.44
20221205 19:25:35,0.6
20221205 19:25:35,1.98
20221205 19:25:35,1.77
20221205 19:25:35,1.21
20221205 19:25:35,0.48
20221205 19:25:35,2.33
20221205 19:25:35,1.14
20221205 19:25:35,1.79
20221205 19:25:35,2.55
20221205 19:25:35,1.38
20221205 19:25:35,0.18
20221205 19:25:36,1.85
20221205 19:25:36,0.4
20221205 19:25:36,0.47
20221205 19:25:36,6.59
20221205 19:25:36,1.05
20221205 19:25:36,3.54
20221205 19:25:36,0.11
20221205 19:25:36,1
20221205 19:25:36,2.15
20221205 19:25:36,1.93
20221205 19:25:36,0.7
20221205 19:25:36,7.51
20221205 19:25:36,0.9
20221205 19:25:36,1.81
20221205 19:25:36,1.26
20221205 19:25:36,1.49
20221205 19:25:36,1.5
20221205 19:25:36,0.25
20221205 19:25:36,0.62
20221205 19:25:36,0.42
20221205 19:25:37,0.31
20221205 19:25:37,0.1
20221205 19:25:37,11.29
20221205 19:25:37,1.33
20221205 19:25:37,1.76
20221205 19:25:37,0.75
20221205 19:25:37,0.99
20221205 19:25:37,0.75
20221205 19:25:37,2.02
20221205 19:25:37,5.47
20221205 19:25:37,0.31
20221205 19:25:37,0.94
20221205 19:25:37,2.65
20221205 19:25:37,9.43
20221205 19:25:37,1.04
20221205 19:25:37,1.16
20221205 19:25:38,0.31
20221205 19:25:38,0.39
20221205 19:25:38,0.61
20221205 19:25:38,0.88
20221205 19:25:38,2.98
20221205 19:25:38,1.83
20221205 19:25:38,4.39
20221205 19:25:38,1.04
20221205 19:25:38,1.25
20221205 19:25:38,1.19
20221205 19:25:39,1.68
20221205 19:25:39,1.99
20221205 19:25:39,0.57
20221205 19:25:39,0.87
20221205 19:25:39,1.09
20221205 19:25:39,3.46
20221205 19:25:39,0.51
20221205 19:25:39,2.55
20221205 19:25:39,0.32
20221205 19:25:39,5.5
20221205 19:25:39,3.02
20221205 19:25:39,1.93
20221205 19:25:39,1.2
20221205 19:25:39,1.25
